id,first_name,last_name,age,parent_1,parent_1 occupation,parent_1_education,parent_2,parent_2_education,parent_2_occupation,phone,household_income,number_siblings,other_household_members,mode_transport,attendance,days_membership,school_tardiness,after_school,after_school_external,primary_student_language,primary_household_language,at_risk,homeless,special_education,state_agencies_involved,reduced_lunch,suspensions,mcas,reading_levels,attended-preschool,graduated,student-degree,college_major
14213930,Tabbitha,Gianuzzi,20,Kamillah,,associate,Otis,,Management,978-704-1087,$35000 to $49999,2,0,car,,,,,,english,english,,,,,,,,,,,,
424343540,Dulcine,Reglar,8,Mala,Production,associate,,,,978-539-9660,$35000 to $49999,2,,car,180,180,5,,,english,english,,,,,,,n/a,,,,,
83965327,Katie,Kiss,20,Bobbe,Office,none,Gerard,associate,Sales,978-174-8263,$20000 to $24999,4,,car,,,,,,english,spanish,,,,,,,,,,,,
68872945,Katina,Nazer,22,Marieann,,none,Trever,,Science,978-315-8143,$150000 or more,0,,car,,,,,,english,english,,,,,,,,,TRUE,TRUE,TRUE,Associates
37271452,Mahalia,Coleshill,22,Carla,,none,Bradney,associate,Management,978-987-7682,$75000 to $99999,2,,car,,,,,,english,english,,,,,,,,,,,,Proffesional Certificate
55165820,Frayda,Morecomb,14,Cristine,,,Muffin,,Science,978-624-8399,$50000 to $74999,1,,car,180,180,0,,,english,english,TRUE,,,,TRUE,,TRN,Not_Meeting,TRUE,,,
56921103,Conway,Izaac,13,Sherrie,Business,none,,,,978-988-1399,$75000 to $99999,4,,car,176,180,1,,,spanish,english,,,,,,,NI,Partially_Meeting,,,,
106156157,Archy,Felgat,5,Hailee,Management,,Dorothea,,,978-837-4377,$75000 to $99999,0,,bike,59,180,0,,Discovery,english,english,,,,,,,n/a,,,,,
83158491,Rudyard,Leifer,12,Harmony,Business,none,Lenci,associate,Sales,978-865-6708,$150000 or more,1,,car,180,180,0,,,,english,,,,,,,NI,Exceeding,,,,
415090506,Renault,Brownsmith,6,Zondra,Office,associate,Kellie,,Science,978-353-1853,$75000 to $99999,1,,bike,180,180,0,TRUE,YMCA Greenleaf,english,english,,,,,TRUE,,n/a,,,,,
28610970,Teddy,Beese,16,Annabella,Management,none,Olivier,associate,Service,978-012-9973,$150000 or more,3,,car,180,180,0,TRUE,Discovery,spanish,english,,,,,,,A,Partially_Meeting,,,,
86065980,Byram,Bradberry,15,Jeannette,,associate,Amos,,Arts,978-086-4202,$150000 or more,0,,car,180,180,0,TRUE,YWCA,spanish,english,,,,,TRUE,,P,Meeting,TRUE,,,
12089176,Aggi,Ferrillio,15,Collete,Construction,bachelor's,,,,978-850-9945,$75000 to $99999,3,,car,180,180,0,,,english,english,,,,,TRUE,,P,Not_Meeting,,,,
368518506,Charis,Kings,7,Lyn,Construction,associate,Morrie,,,978-043-3928,$25000 to $34999,0,,bike,180,180,,,,spanish,english,,,,,,n/a,,,,,,
52904589,Royall,Singh,14,Hildegaard,,,Sancho,,,978-231-8886,$50000 to $74999,0,,car,55,180,0,,,english,spanish,,,,,,,P,Partially_Meeting,TRUE,,,
76213643,Winfield,Jedrzejewsky,17,Rosmunda,Production,trade,Bartholomew,bachelor's,Business,978-561-7068,$150000 or more,3,,car,101,180,0,,,english,english,,,,,,,P,,,,,
79616605,Jerrome,Huburn,17,Allyn,Sales,none,Lonnard,,Sales,978-650-2948,$75000 to $99999,1,,car,180,180,0,,,spanish,english,,,,,TRUE,,NI,Not_Meeting,,,,
69473221,Ethelred,Dan,13,Beryle,Sales,bachelor's,Mic,associate,Office,978-546-4713,$100000 to $149999,3,,car,180,180,0,,,english,english,,,,,TRUE,,NI,Meeting,,,,
99783457,Reinwald,Felten,21,Happy,Sales,none,Roi,none,Production,978-726-7885,$150000 or more,0,,walk,,,,,,english,english,,,,,,,,,TRUE,TRUE,,Professional Certificates
54563999,Chane,Schohier,12,Terri-jo,Business,associate,Emmett,,Management,978-645-7755,$75000 to $99999,2,,car,180,180,0,,,english,english,,,,,TRUE,,W,Not_Meeting,,,,
5476665,Lorilee,Pescud,19,Ivory,,masters,,,,978-227-4143,$75000 to $99999,0,,car,,,,,,,english,,,,,,,,,TRUE,TRUE,,
897114322,Moritz,Lentsch,8,Cris,Other,,,,,978-775-3112,$150000 or more,0,2,car,180,180,0,TRUE,,,english,,,,,TRUE,,n/a,,TRUE,,,
58372373,Clarine,Smallpiece,16,Lina,Service,bachelor's,Dew,none,Office,978-818-2809,$150000 or more,3,,car,180,180,0,,,spanish,english,,,,,,,NI,Exceeding,,,,
91522857,Moreen,Mc Corley,22,Barbra,Production,associate,Ludovico,none,Sales,978-485-9041,$25000 to $34999,0,,car,,,,,,english,english,,,,,,,,,,TRUE,,Proffesional Certificate
853759093,Hank,Montilla,8,Brooke,Business,trade,Chrotoem,,Sales,978-800-2433,$50000 to $74999,0,,car,175,180,,,,spanish,english,,,,,,,n/a,,,,,
44549833,Roderigo,Blowin,16,Loise,Construction,associate,Christoph,associate,Service,978-216-8028,$150000 or more,2,,car,180,180,0,,,english,english,TRUE,,,,,,P,Not_Meeting,,,,
688150398,Horst,Crocroft,5,Jessalin,Business,associate,Gaylord,,,978-549-4723,$150000 or more,0,0,bike,180,180,0,,,english,english,,,,,TRUE,,n/a,,TRUE,,,
63104728,Currey,Samudio,6,Julian,Science,associate,Blaine,,Management,978-841-6332,$150000 or more,0,,car,180,180,1,,,english,english,,,,,,,n/a,,,,,
92331606,Henry,Hughs,20,Elie,Other,trade,Con,none,Service,978-106-8694,$35000 to $49999,2,,walk,,,,,,english,english,,,,,,,,,,,,
15980620,Myranda,Tregear,19,Ami,Other,none,,,,978-875-8651,$100000 to $149999,4,2,bike,,,,,,english,spanish,,,,,,,,,,TRUE,,
61398059,Marja,Greenshields,18,Merrie,Production,none,Neville,,Office,978-859-3618,$10000 to $14999,3,,car,180,180,0,,,spanish,english,,,,,TRUE,,NI,Not_Meeting,TRUE,,,
31986847,Sebastien,Sprake,21,Dede,,none,,,,978-752-9303,$50000 to $74999,2,,walk,,,,,,english,spanish,,,,,,,,,,TRUE,TRUE,Associates
65346685,Antoni,Gatteridge,19,Fulvia,Management,none,,,,978-300-7128,$75000 to $99999,4,,car,,,,,,,english,,,,,,,,,,TRUE,,
31762945,Sly,De Vaux,11,Lusa,Maintenance,none,,,,978-588-7333,$150000 or more,0,,car,175,180,0,,,english,english,,,,,,,P,Partially_Meeting,TRUE,,,
65985684,Dov,Mantripp,10,Cymbre,Management,none,Andrea,trade,,978-079-9465,$150000 or more,1,,car,180,180,0,,,english,spanish,,,,,TRUE,,P,,TRUE,,,
93997281,Maurita,Lightman,15,Ariela,Transportation,none,Aron,associate,Other,978-363-4365,$150000 or more,0,4,car,179,180,0,,,english,english,,,,,TRUE,,NI,Not_Meeting,,,,
48857534,Margarethe,Durant,16,Shirlee,Sales,,Haydon,none,Maintenance,978-101-0370,$50000 to $74999,4,,car,180,180,0,,,english,english,,,,,,,ABS,Meeting,TRUE,,,
99078178,Kim,Pavic,20,Renee,,masters,Kurtis,,Business,978-960-8237,$100000 to $149999,1,3,car,,,,,,spanish,english,,,,,,,,,,,,
13958118,Roxine,Winspeare,18,Ronnica,Sales,associate,,,,978-814-2414,$50000 to $74999,0,,walk,180,180,0,,,english,english,,TRUE,,,TRUE,,W,Meeting,,,,
28492852,Lorita,Livingston,9,Anita,Sales,none,Mata,associate,,978-781-0603,$50000 to $74999,2,,car,180,180,0,TRUE,Discovery,english,english,,,,,,,P,Meeting,,,,
83032335,Cassie,Give,20,Antonina,Natural Resources,associate,Gardner,bachelor's,Management,978-912-5235,$100000 to $149999,4,,bike,,,,,,english,english,,,,,,,,,,TRUE,,
36765390,Ellerey,Feasey,10,Wilone,Business,,Thain,trade,Science,978-948-0937,$150000 or more,0,4,bike,180,180,0,,,,english,,,TRUE,,,,NI,Exceeding,TRUE,,,
32025282,Kelly,Torre,9,Lark,Maintenance,none,Butch,,Maintenance,978-610-8144,$35000 to $49999,4,,bike,180,180,0,,,english,english,,,,,TRUE,,P,Not_Meeting,,,,
20067753,Guthry,Ewert,9,Biddie,Service,none,Derby,none,Business,978-085-7813,$100000 to $149999,2,,car,180,180,0,,,english,english,,,,,,,P,Not_Meeting,,,,
34534667,Bealle,Mattschas,18,Sib,Sales,none,Waylen,associate,Arts,978-044-0256,$150000 or more,0,,car,180,180,0,,,english,english,,,,,,,NI,Partially_Meeting,,,,
17980864,Dillon,Robshaw,11,Ingunna,Business,associate,Rolando,none,,978-210-5448,$50000 to $74999,4,,bike,180,180,0,,,english,spanish,,TRUE,TRUE,,TRUE,,P,Meeting,,,,
55860051,Kath,Kardos-Stowe,17,Daveta,Science,none,Bartram,none,Business,978-848-7183,$35000 to $49999,0,,car,136,180,0,,,spanish,english,,,,,,,NI,Not_Meeting,TRUE,,,
564559149,Carey,Gladstone,8,Marti,Management,,Porty,,Service,978-568-1123,$50000 to $74999,0,,car,180,180,0,,,english,spanish,,,,,TRUE,,n/a,,,,,
84528532,Sheridan,Ansley,17,Katha,Office,none,Denys,associate,Sales,978-630-3054,$100000 to $149999,0,,car,180,180,0,,,spanish,spanish,,,,,TRUE,,,Exceeding,TRUE,,,
9245116,Colet,Rubanenko,13,Betsy,,associate,Paxton,,Office,978-372-1522,$100000 to $149999,3,,car,180,180,0,,,english,english,,,,,TRUE,,NI,Not_Meeting,,,,
12660119,Danna,Vinten,8,Lamar,Science,associate,Junie,,Office,978-579-4049,$50000 to $74999,3,,walk,175,180,0,TRUE,,english,english,,,,,TRUE,,n/a,,,,,
42860549,Obediah,Hort,21,Tomi,,none,,,,978-553-7081,$150000 or more,4,2,car,,,,,,,english,,,,,,,,,,TRUE,TRUE,Associates
4896198,Lillian,Burtonwood,18,Andreana,Sales,associate,Darrell,none,Management,978-420-3375,$35000 to $49999,1,,bike,180,180,0,,,spanish,english,,,,,,,NI,Meeting,TRUE,,,
75556571,Cyndi,Iacovini,20,Wileen,Arts,none,Keefer,associate,Office,978-814-2568,$15000 to $19999,0,,car,,,,,,english,english,,,,,,,,,,TRUE,,
312206197,Melba,Kingsly,5,Ciel,Other,masters,Berrie,,Construction,978-608-4421,$100000 to $149999,1,,car,180,180,0,,,english,english,,,TRUE,,TRUE,,n/a,,,,,
15842879,Eamon,Snaith,10,Mary,,bachelor's,Evin,associate,Service,978-683-3416,$35000 to $49999,1,,car,180,180,0,,,spanish,english,,TRUE,,,TRUE,,NI,Not_Meeting,TRUE,,,
92764331,Chelsea,Bernaldo,10,Amil,Office,none,Tremain,none,Science,978-399-1105,$15000 to $19999,0,,walk,180,180,0,,,english,spanish,TRUE,,TRUE,,TRUE,,P,Not_Meeting,TRUE,,,
65898850,Lorita,Klebes,18,Krystal,Production,masters,,,,978-623-3881,$75000 to $99999,3,,car,180,180,0,,,english,english,,,,,TRUE,,NI,Meeting,,,,
672050414,Allister,Akam,8,Ario,Other,associate,,,,978-340-5786,$15000 to $19999,0,,car,180,180,0,,,spanish,english,,,,,,,n/a,,,,,
118000795,Brett,Gready,5,Chere,,trade,,,Management,978-140-3434,$150000 or more,1,2,car,180,180,26,,Discovery,english,,,,,,TRUE,,n/a,,TRUE,,,
15212530,Britteny,Unwins,9,Gratia,,none,Henderson,,Construction,978-464-4105,$15000 to $19999,3,,car,180,180,0,,,,english,,,,TRUE,TRUE,,P,Partially_Meeting,,,,
16734135,Stephani,Biasioni,20,Meridith,Sales,none,Ring,associate,Management,978-643-9101,$150000 or more,3,,bike,,,,,,,english,,,,,,,,,TRUE,TRUE,,
77204566,Israel,Brittian,11,Bill,,associate,,,,978-805-4995,$25000 to $34999,4,0,car,180,180,0,,,english,english,,,,,TRUE,,PRG,,,,,
157183326,Marji,Glamart,8,Parrnell,Other,,Quentin,,Office,978-780-1821,$50000 to $74999,2,,car,180,180,0,TRUE,Discovery,english,english,,,,,TRUE,,n/a,,,,,
48702191,Cece,Ganniclifft,10,Maxie,Service,none,,,,978-645-4949,$50000 to $74999,2,,car,180,180,0,,,english,english,,,,,,,A,Partially_Meeting,,,,
76250957,Melvyn,Carne,14,Nancy,Other,associate,,,,978-709-7073,$100000 to $149999,2,,car,180,180,0,,,english,english,,,TRUE,,TRUE,,P,Not_Meeting,TRUE,,,
3866163,Joella,Buller,13,Bettina,Other,bachelor's,Stephen,associate,,978-780-2987,$150000 or more,3,,car,180,180,0,,,english,english,,,,,,,NI,Partially_Meeting,,,,
51136375,Loria,Berthouloume,17,Wilmette,Sales,trade,Izak,associate,Other,978-006-5841,$100000 to $149999,2,,car,180,180,0,,,english,english,,,,,TRUE,,NI,Not_Meeting,,,,
33491478,Clare,Lanceter,16,Emmy,Construction,associate,,,,978-191-9084,$35000 to $49999,4,,walk,165,180,0,,,english,english,,,,,,,A,Meeting,,,,
959576241,Ronda,Lease,8,Aloysius,Arts,,Agosto,,,978-723-7347,$100000 to $149999,2,,bike,180,180,0,,Discovery,,english,,,,,,,n/a,,,,,
457037464,Chadwick,Condliffe,7,Rickie,Sales,,,,Management,978-945-1143,$50000 to $74999,0,,car,180,180,0,,Discovery,spanish,english,,TRUE,TRUE,,,n/a,,,,,,
22807458,Isabella,Roncelli,11,Robenia,Other,associate,Nicolas,none,,978-352-1571,$100000 to $149999,3,,car,168,180,0,,,english,english,,,,,,,A,,,,,
51988294,Clarinda,Cattel,17,Daryn,Science,associate,Skelly,none,,978-307-8620,$50000 to $74999,2,,car,180,180,0,,,spanish,english,,,TRUE,,,,P,Partially_Meeting,TRUE,,,
51636633,Harp,Allender,17,Roxanna,Maintenance,associate,Mattias,associate,,978-166-4701,$35000 to $49999,0,,car,180,180,1,TRUE,Little Sprouts,english,english,,,TRUE,,TRUE,,W,Meeting,TRUE,,,
49195108,Odie,Boland,20,Joelly,Sales,associate,Fraser,associate,Sales,978-126-7184,$100000 to $149999,4,,walk,,,,,,english,spanish,,,,,,,,,,,,
2964123,Tiertza,Smuth,21,Binny,,associate,Reece,,Construction,978-117-9559,$100000 to $149999,4,1,bike,,,,,,,english,,,,,,,,,,,,Professional Certificates
5899332,Pauli,Moryson,17,Aidan,Business,associate,Abie,none,Business,978-741-1171,$35000 to $49999,1,,car,180,180,0,,,,english,,,,,TRUE,,W,Not_Meeting,,,,
23355640,Meriel,McIlraith,16,Elyn,Other,associate,Giraldo,masters,Service,978-298-9993,$75000 to $99999,3,,bike,180,180,0,,,english,english,,TRUE,TRUE,,TRUE,,A,Not_Meeting,TRUE,,,
845756690,Merissa,Tidman,7,Inger,Business,associate,Roma,Other,Maintenance,978-672-7563,$100000 to $149999,0,,car,159,180,0,TRUE,,english,english,,,TRUE,,,n/a,,,,,,
74354748,Naomi,Champley,16,Delcine,Sales,bachelor's,Gradey,,Science,978-935-8391,$150000 or more,4,,car,180,180,0,TRUE,Boys & Girls Club,english,english,,,,,TRUE,,P,Meeting,,,,
569740152,Paxon,Conti,5,Emili,,associate,,,,978-133-1944,$100000 to $149999,0,,car,57,180,0,TRUE,Discovery,english,english,,,,,TRUE,,n/a,,,,,
61024425,Leanora,Rivallant,19,Vera,,associate,Alfredo,,Other,978-145-5403,$50000 to $74999,0,,car,,,,,,english,english,,,,,,,,,,TRUE,,
54623648,Llywellyn,Melonby,15,Liane,Service,associate,,,,978-489-3637,$50000 to $74999,2,,walk,104,180,0,TRUE,Cedardale,english,english,,,,,,,PRG,Meeting,TRUE,,,
960376788,Nanete,Buse,5,Martynne,Sales,,Hanson,,Management,978-694-3745,$75000 to $99999,1,,car,180,180,0,,Boys & Girls Club,spanish,english,,,,,,,n/a,,,,,
56424284,Humphrey,Foran,17,Willyt,Business,bachelor's,Abran,none,Business,978-965-6335,$50000 to $74999,0,,car,180,180,0,,,english,spanish,,,,,,,P,Meeting,,,,
814299087,Orelle,Willingham,6,Cristabel,Office,bachelor's,Karel,,,,$35000 to $49999,0,1,car,180,180,0,,,spanish,english,,,,,TRUE,,n/a,,TRUE,,,
78210322,Barn,Basset,17,Wilmette,Management,none,Clayborn,none,Business,978-327-1491,$50000 to $74999,2,,car,180,180,0,,,spanish,english,,,,,TRUE,,NI,,,,,
50850098,Delores,Trett,12,Alvira,Other,none,Dougy,associate,Science,978-019-2825,$20000 to $24999,1,,car,180,180,0,,,english,english,,,,TRUE,TRUE,,A,Meeting,TRUE,,,
224169647,Georges,Hakking,8,Sisile,Other,,Reeta,,Management,,$50000 to $74999,2,1,walk,180,180,10,,,spanish,spanish,,,,,TRUE,,n/a,,TRUE,,,
81501733,Judas,Antoniutti,14,Ruthi,Office,associate,Yankee,none,Science,978-189-5999,$15000 to $19999,1,0,car,180,180,0,,,english,english,TRUE,,,,TRUE,,W,Exceeding,,,,
62136054,Marion,Maseyk,16,Zita,Office,none,,,,978-192-3478,$50000 to $74999,0,,car,180,180,0,,,english,english,,,,,,,,Not_Meeting,,,,
95692846,Delaney,Slowly,20,Gerhardine,,none,,,,978-935-3951,$35000 to $49999,1,4,car,,,,,,english,english,,,,,,,,,TRUE,TRUE,,
864488940,Amata,Wilshire,7,Gwenette,Service,associate,Gerti,,Management,978-218-4808,$100000 to $149999,0,,walk,180,180,0,TRUE,,english,spanish,,,,,,n/a,,,,,,
4983475,Carrie,Di Lucia,10,Gill,Business,,Graham,none,Business,978-685-1454,$50000 to $74999,3,2,car,180,180,0,,,english,english,,,TRUE,,TRUE,,A,Not_Meeting,TRUE,,,
66722411,Loise,Mathissen,12,Twyla,Science,none,,,,978-404-5881,$35000 to $49999,1,,bike,180,180,0,,,spanish,english,,,TRUE,,TRUE,,PRG,Partially_Meeting,,,,
78858639,Miriam,Rubinfeld,16,Mellie,Arts,none,Murray,associate,Service,978-479-7379,$75000 to $99999,2,,car,180,180,0,,,english,spanish,,,,,,,NI,Exceeding,TRUE,,,
282761226,Margaretta,Romeuf,8,Nat,Management,,,,,978-573-8958,$150000 or more,1,3,car,180,180,0,TRUE,,english,english,,,,,TRUE,,n/a,,TRUE,,,
61817218,Tadeas,Medlar,14,Penni,Office,none,Clayborn,associate,Other,978-135-5728,$75000 to $99999,4,,car,180,180,0,,,english,english,,,,,TRUE,,W,Not_Meeting,,,,
79706814,Burg,MacSorley,13,Vicki,Other,none,Heriberto,associate,Transportation,978-429-3021,$100000 to $149999,3,,car,180,180,0,TRUE,Discovery,spanish,english,,,,,,,NI,Meeting,TRUE,,,
51230908,Cecilio,Hartin,10,Issie,Management,masters,Yulma,associate,Other,978-056-4337,$35000 to $49999,1,,car,180,180,0,,,english,english,,,,,,,P,,TRUE,,,
71441615,Angelique,Shuker,11,Yvette,Construction,associate,,,,978-583-4877,$35000 to $49999,1,,bike,180,180,0,,,spanish,english,,,,,,,A,Not_Meeting,,,,
72424245,Bowie,Soots,19,Dorita,Arts,none,,,,978-166-2239,$75000 to $99999,2,,car,,,,,,spanish,english,,,,,,,,,,TRUE,,
80135707,Bertie,Kleen,13,Lynda,Office,associate,,,,978-904-2832,$35000 to $49999,0,,car,180,180,0,,,english,english,TRUE,,,,TRUE,,P,Not_Meeting,,,,
495971320,Shamus,Dyson,8,Shea,Business,associate,Petronilla,,Management,978-073-2706,$100000 to $149999,4,,car,166,180,0,,Boys & Girls Club,english,english,,,,,TRUE,,n/a,,,,,
15097274,Alexandros,Veare,22,Lotte,,none,Mac,,Arts,978-471-7304,$35000 to $49999,2,,walk,,,,,,,english,,,,,,,,,TRUE,TRUE,,
55675687,Winn,Bento,13,Charmion,,none,,,,978-528-3054,$25000 to $34999,0,,car,180,180,0,,,english,english,,,TRUE,,,,W,Partially_Meeting,TRUE,,,
82671803,Birdie,Pilbury,15,Diandra,Sales,associate,,,,978-272-2574,$100000 to $149999,3,1,car,180,180,0,,,english,english,,TRUE,,,,,P,Meeting,,,,
72340367,Harvey,Lowndsbrough,8,Tallou,,associate,Alisander,,,978-929-4176,$75000 to $99999,1,,car,180,180,0,,,english,,,,,,TRUE,,n/a,,,,,
99048592,Menard,Bennit,22,Janette,Management,associate,,,,978-964-9873,$150000 or more,3,,car,,,,,,english,english,,,,,,,,,,TRUE,,
62530119,Giselle,Coverlyn,15,Saudra,Business,associate,Jack,masters,Natural Resources,978-849-7953,$35000 to $49999,4,,car,180,180,0,,,english,english,,,TRUE,,,,PRG,Meeting,,,,
85143686,Timothy,Pache,11,Othelia,Sales,associate,Haydon,associate,Construction,978-050-3457,$25000 to $34999,4,,bike,108,180,0,,,english,english,,,,,TRUE,,,Not_Meeting,TRUE,,,
49660122,Trista,Semple,22,,Service,none,Niel,associate,Other,978-210-2676,$25000 to $34999,0,,car,,,,,,english,spanish,,,,,,,,,,TRUE,,
205729,Maddalena,Crandon,9,Suzanne,Other,none,,,,978-935-4040,$50000 to $74999,0,,car,180,180,0,,,english,english,,,TRUE,,TRUE,,P,Not_Meeting,,,,
49725782,Cristobal,Wathey,14,Marilyn,,none,,,,978-702-3792,$100000 to $149999,4,0,car,180,180,0,,,english,english,,,,,TRUE,,P,Not_Meeting,TRUE,,,
34277979,Monty,Greig,20,Jenilee,Sales,none,,,,978-680-1553,$35000 to $49999,1,,car,,,,,,english,english,,,,,,,,,,TRUE,,
81785617,Wilburt,Sadry,18,Carolin,,none,,,,978-499-5410,$150000 or more,4,,car,180,180,0,,,english,english,,,,,,,P,Partially_Meeting,,,,
45796532,Toddy,Layburn,14,Lacee,,associate,Laughton,,Service,978-838-6787,$150000 or more,1,,car,180,180,0,,,english,english,,,,,,,P,Meeting,,,,
29435284,Meredith,McLaggan,22,Gerta,Office,none,Ewell,none,Other,978-623-5437,$75000 to $99999,1,,car,,,,,,spanish,english,,,,,,,,,,TRUE,,
963521491,Noby,Kingsbury,5,Merl,Service,associate,,,Transportation,978-762-9990,$100000 to $149999,3,1,car,180,180,0,,,english,english,,,,,TRUE,,n/a,,TRUE,,,
21146994,Sylvester,Ewers,12,Mallory,Science,associate,Portie,none,,978-386-9407,$50000 to $74999,3,,bike,180,180,0,,,spanish,spanish,,,,,,,P,Partially_Meeting,,,,
14398649,Fons,Claussen,10,Linn,Business,none,Emery,associate,Office,978-068-7053,$10000 to $14999,0,3,car,180,180,0,,,,english,,,,,,,P,Partially_Meeting,,,,
963311988,Shalna,Ravillas,7,Ivie,Business,associate,Micheil,Other,,978-891-1994,$75000 to $99999,0,,car,180,180,0,,,english,spanish,,TRUE,,,,n/a,,,,,,
94511089,Garnet,Catterill,15,Juliane,Management,trade,Bastien,none,Business,978-725-0817,$50000 to $74999,2,,bike,175,180,0,,,english,english,TRUE,,,,,,TRN,Partially_Meeting,,,,
388781411,Mead,Erridge,5,Beth,Other,associate,,,,978-914-4853,$50000 to $74999,0,0,car,180,180,1,TRUE,YMCA Greenleaf,spanish,english,,,,,TRUE,,n/a,,TRUE,,,
17528728,Correy,Birkin,22,Caresse,Sales,associate,,,,978-022-4758,$50000 to $74999,3,,car,,,,,,english,english,,,,,,,,,,TRUE,,
41860616,Nalani,Tesdale,15,Idaline,,none,Alexandr,,,978-592-0793,$35000 to $49999,1,,car,180,180,0,,,english,english,,,,,,,NI,Partially_Meeting,TRUE,,,
82001808,Devlen,Dorre,18,Gavrielle,,masters,Jeddy,bachelor's,Business,978-464-4240,$150000 or more,4,,car,180,180,0,,,english,english,,,,,TRUE,,P,Partially_Meeting,,,,
59481204,Joly,Dulton,13,Jaymee,,associate,,,,978-571-7719,$25000 to $34999,0,,car,180,180,0,,,english,english,,,,,TRUE,,P,,,,,
789003009,Theda,Gourlay,5,Worden,Management,associate,Eloisa,,,978-971-5160,$100000 to $149999,0,,car,180,180,7,,,english,english,,,,,,,n/a,,,,,
105532696,Connie,Skyrme,8,Elroy,,,,,,,$150000 or more,0,1,car,555,180,0,,,spanish,english,,,,,TRUE,,n/a,,TRUE,,,
55283307,Reagan,Silbert,12,Kalindi,,none,Skip,,Sales,978-089-6003,,0,,car,27,180,0,,,spanish,english,,,,,TRUE,,P,Partially_Meeting,,,,
32756803,Ardyth,Domegan,9,Dasha,,none,Gaylor,,Arts,978-867-9458,$100000 to $149999,2,,car,180,180,0,,,english,english,,,TRUE,,TRUE,,,Meeting,,,,
8730411,Jamison,Gareisr,11,Bidget,Science,associate,Bernie,none,,978-419-6014,$75000 to $99999,0,,car,180,180,0,,,spanish,spanish,,,,,,,NI,Exceeding,TRUE,,,
1014368,Rosalinda,Lemery,15,Seka,Business,none,Moss,masters,Business,978-975-6706,$150000 or more,1,4,car,180,180,0,,,english,english,,,TRUE,,,,P,Not_Meeting,TRUE,,,
6908909,Corbet,Canceller,20,Lezlie,Science,trade,Biron,none,Transportation,978-764-6653,$150000 or more,0,,walk,,,,,,spanish,english,,,,,,,,,,,,
224324554,Goober,Mallinder,5,Richie,Arts,associate,,,,978-572-3219,$150000 or more,0,0,car,180,180,1,,,english,english,,,TRUE,,,,n/a,,TRUE,,,
93453259,Lurette,Havesides,9,Christie,Natural Resources,associate,,,,978-050-5810,$150000 or more,3,,car,180,180,0,,,spanish,english,,,,,TRUE,,NI,Meeting,TRUE,,,
72621309,Royall,Martinez,11,Suzie,,none,Lucas,trade,Office,978-575-8251,$100000 to $149999,1,4,car,180,180,0,,,english,english,,,,,TRUE,,,Not_Meeting,,,,
579533732,Lacey,Rutland,7,Solly,Management,masters,Curtice,,Business,978-241-4119,$100000 to $149999,3,2,walk,180,180,0,,Discovery,english,english,,,,,,n/a,,,TRUE,,,
77522436,Helenelizabeth,Inggall,10,Wendie,,associate,Roland,,Arts,978-914-6546,$50000 to $74999,0,3,bike,180,180,0,TRUE,YMCA,english,english,,,,,,,NI,Meeting,,,,
393271570,Herta,Brooksby,5,Iolanthe,Construction,,,,,978-081-1842,$150000 or more,2,1,car,180,180,10,TRUE,,english,english,,,,,,,n/a,,TRUE,,,
