id,first_name,last_name,age,parent_1,parent_1 occupation,parent_1_education,parent_2,parent_2_education,parent_2_occupation,phone,household_income,number_siblings,other_household_members,mode_transport,attendance,days_membership,school_tardiness,after_school,after_school_external,primary_student_language,primary_household_language,at_risk,homeless,special_education,state_agencies_involved,reduced_lunch,suspensions,mcas,reading_levels,attended-preschool,graduated,student-degree,college_major
68390206,Erastus,Battleson,9,Jackqueline,Science,bachelor's,Shane,trade,Business,978-184-8932,$150000 or more,4,,car,180,180,0,,,english,english,,,,,,,NI,Not_Meeting,,,,
80701634,Faina,Pearne,17,Bryn,,none,Cortie,,Management,978-984-1013,$35000 to $49999,3,0,car,168,180,0,,,english,spanish,,,TRUE,,,1,W,Partially_Meeting,TRUE,,,
361447483,Samuele,Whitsey,6,Nalani,Management,,Elisha,,,978-963-1627,$100000 to $149999,1,,car,180,180,0,TRUE,,english,spanish,,,,,,,n/a,,,,,
10058818,Quint,Rodgers,20,Anastassia,Other,none,Rafael,none,Other,978-335-8825,$10000 to $14999,1,,car,,,,,,english,spanish,,,,,,,,,,,TRUE,Associates
5159054,Flo,Figgures,9,Natty,Natural Resources,none,Kelley,none,,978-861-0653,$75000 to $99999,1,,car,173,180,0,,,,english,,,,,TRUE,,W,,,,,
804912756,Madel,Longridge,6,Herta,,associate,,,Maintenance,978-627-7897,$75000 to $99999,0,,bike,180,180,0,,,english,english,,,,,,,n/a,,,,,
5220517,Amaleta,Strugnell,9,Elwira,Sales,none,Maury,none,Maintenance,978-284-8267,$50000 to $74999,4,,car,180,180,0,,,spanish,english,TRUE,,,,TRUE,,NI,,,,,
92060585,Neilla,Bourdis,18,Berget,Sales,associate,,,,978-176-3795,$10000 to $14999,2,,car,179,180,0,,,english,english,,,,,,1,LEP,Partially_Meeting,TRUE,,,
53489193,Padraig,Reardon,15,Michell,Science,none,Leo,trade,Other,978-651-0502,$50000 to $74999,3,,bike,150,180,0,,,english,english,,,,,,,NI,Not_Meeting,TRUE,,,
49757473,Nikolia,Fidilis,19,Nelli,Sales,none,Gaby,associate,,978-575-0636,$100000 to $149999,0,,car,,,,,,english,english,,,,,,,,,,,,
43646837,Ardyce,Birchall,11,,Management,associate,Rodger,none,,978-524-5062,$150000 or more,3,,car,180,180,0,,,,english,,,,,TRUE,,NI,Meeting,,,,
2699424,Devondra,Robben,13,Rhea,Science,associate,Noby,associate,Business,978-201-2723,$100000 to $149999,4,,car,180,180,0,TRUE,Discovery,english,english,,,,,,,NI,Not_Meeting,TRUE,,,
20793449,Vidovic,Voules,20,Tani,Transportation,none,,,,978-636-3885,$35000 to $49999,2,,car,,,,,,english,english,,,,,,,,,TRUE,,,
29074635,Rafi,Willers,21,Vonny,Service,none,,,,978-826-1482,$20000 to $24999,4,,car,,,,,,english,english,,,,,,,,,,,,
48624516,Reginald,Thompkins,16,Dorothee,Office,none,Flynn,,,978-266-2964,$75000 to $99999,0,,car,180,180,0,,,english,english,,,,,,,P,,,,,
97429857,Lynnet,Lorenzetto,17,Correna,,none,Homer,,Construction,978-833-9912,$50000 to $74999,4,,car,180,180,0,,,english,english,,,,,,,W,Exceeding,TRUE,,,
33442046,Conney,Carne,10,Ariella,Business,none,,,,978-239-7315,$75000 to $99999,4,,car,180,180,0,,,english,english,,,,,TRUE,1,W,Meeting,,,,
76309915,Sherie,Ech,20,Nanice,Arts,bachelor's,Brett,trade,Production,978-322-8745,$20000 to $24999,0,,walk,,,,,,english,english,,,,,,,,,TRUE,,,
39343453,Felicle,Stabbins,18,Maris,Sales,bachelor's,,,,978-084-4875,$150000 or more,2,,car,85,180,0,,,english,english,,,,,,,P,,,,,
52710375,Rupert,Haskey,20,Miriam,Management,associate,Dannie,bachelor's,,978-066-6395,$50000 to $74999,0,,car,,,,,,english,english,,,,,,,,,TRUE,,TRUE,Associates
84111867,Mady,Float,21,Sharyl,,none,,,,978-631-1125,$50000 to $74999,2,0,car,,,,,,spanish,english,,,,,,,,,,TRUE,TRUE,Proffesional Certificate
38327446,Alano,Grutchfield,20,Eloise,Office,none,Patrice,trade,Service,978-141-9077,$100000 to $149999,3,,car,,,,,,english,english,,,,,,,,,TRUE,,,Professional Certificates
28610970,Teddy,Beese,15,Annabella,Management,none,Olivier,associate,Service,978-012-9973,$150000 or more,3,,car,180,180,0,TRUE,Discovery,spanish,english,,,,,,1,A,Partially_Meeting,,,,
45699216,Brittne,Hoolaghan,9,Janis,,none,Clive,none,Science,978-839-1363,$100000 to $149999,3,,car,180,180,0,,,english,english,,,,,TRUE,,,Partially_Meeting,,,,
30981404,Forrest,Hatfield,10,Carmen,Office,associate,,,,978-541-5230,$75000 to $99999,0,,car,180,180,0,,,english,english,,,,,TRUE,,P,Not_Meeting,,,,
62530119,Giselle,Coverlyn,14,Saudra,Business,associate,Jack,masters,Natural Resources,978-849-7953,$35000 to $49999,4,,car,179,180,0,,,english,english,,,TRUE,,,1,PRG,Meeting,,,,
90711925,Hestia,Payfoot,11,Aigneis,Business,bachelor's,Gayler,masters,,978-976-7988,$100000 to $149999,4,,car,180,180,0,TRUE,Discovery,english,english,TRUE,,,,,,NI,Not_Meeting,,,,
85966098,Flori,Brand,15,Jennine,,none,Spike,,,978-707-0221,$75000 to $99999,2,,car,180,180,0,,,english,english,,,,,,,P,Partially_Meeting,,,,
1770182,Roosevelt,Busch,8,Franny,Arts,associate,Wye,none,Service,978-325-3727,$75000 to $99999,0,,car,180,180,0,,,english,english,,,TRUE,,TRUE,,PRG,Meeting,,,,
345645971,Felice,Widdecombe,6,Vanya,Office,associate,Lexis,,Transportation,978-963-0140,$150000 or more,1,,car,180,180,5,,,english,spanish,,,,,,,n/a,,,,,
93132373,Fairleigh,Geeritz,12,Nevsa,Other,none,,,,978-003-1344,$75000 to $99999,4,,car,180,180,0,,,english,english,,,,TRUE,,,NI,Exceeding,,,,
66381678,Winonah,Whitehall,9,Rozanne,Other,associate,Marlow,none,,978-185-2415,$50000 to $74999,1,,car,180,180,0,,,english,english,,,TRUE,,TRUE,,P,Not_Meeting,,,,
29684926,Karon,Scarratt,17,Rebecka,Other,none,Hammad,none,,978-682-8706,$100000 to $149999,3,,car,180,180,0,,,spanish,english,TRUE,,,,TRUE,,NI,Partially_Meeting,TRUE,,,
75373419,Iago,Gutowski,9,Nertie,Office,masters,Gael,trade,Sales,978-658-7858,$50000 to $74999,3,,car,180,180,0,TRUE,Discovery,english,english,,,,TRUE,,,P,Not_Meeting,TRUE,,,
43861221,Giorgi,Chapiro,11,Cassey,Management,associate,Silas,none,Maintenance,978-513-9064,$50000 to $74999,2,,car,180,180,0,TRUE,YWCA,english,english,,,,,,,P,Not_Meeting,,,,
17996214,Eolanda,Worsfold,21,Griselda,Construction,none,Mathian,associate,Sales,978-532-3017,$75000 to $99999,3,,car,,,,,,english,english,,,,,,,,,,TRUE,,
28063145,Penn,Childes,20,Joni,Business,associate,Paddie,none,Management,978-407-6588,$100000 to $149999,0,,car,,,,,,english,english,,,,,,,,,,,,
80475224,Erhart,Bittleson,11,Lorrin,Management,none,Ric,associate,Service,978-734-0129,$50000 to $74999,3,,car,168,180,0,,,spanish,english,TRUE,,,,,,W,Not_Meeting,,,,
71695668,Maressa,Jonsson,12,Lottie,Production,none,,,,978-686-1161,$35000 to $49999,3,,car,63,180,0,,,,english,,,TRUE,,,,P,Partially_Meeting,TRUE,,,
12251296,Heriberto,Dewhirst,18,Devinne,Science,bachelor's,August,none,Arts,978-370-3204,$150000 or more,3,,car,180,180,0,,,english,english,,,,,TRUE,,P,Partially_Meeting,,,,
11093305,Tiffanie,Balogh,13,Wendi,,none,Guglielmo,,Science,978-661-7527,$100000 to $149999,0,,bike,180,180,0,,,english,english,,,,,TRUE,,P,Exceeding,,,,
850868526,Maisie,Kirton,6,Rebe,Management,,Mariquilla,,Science,978-820-6824,$50000 to $74999,1,1,bike,175,180,0,,,english,,,,,,,,n/a,TRUE,,,,
30233293,Heinrik,Raisbeck,19,Priscilla,Arts,associate,Dorian,associate,Service,978-728-5330,$50000 to $74999,1,,car,,,,,,english,english,,,,,,,,,,,,
78955074,Doretta,Bernhart,13,Cody,Office,bachelor's,Sandro,none,,978-022-7108,$150000 or more,4,,bike,180,180,0,,,english,english,,,,,TRUE,1,NI,Not_Meeting,TRUE,,,
79878774,Ambur,Paoloni,15,Lydia,Business,none,,,,978-770-8872,$100000 to $149999,3,0,car,180,180,0,,,english,english,,,,,TRUE,,P,Not_Meeting,,,,
7303257,Austin,Royan,21,Myrtle,,none,,,,978-715-0818,$75000 to $99999,0,,car,,,,,,english,english,,,,,,,,,TRUE,TRUE,TRUE,Associates
65302423,Tully,Kench,20,Evanne,Business,,Fabiano,associate,Service,978-237-5100,$100000 to $149999,0,,car,,,,,,english,english,,,,,,,,,,,,
686283319,Elfie,Sumshon,7,Esma,,masters,Rosamund,Other,Construction,978-704-4705,$25000 to $34999,0,,bike,124,180,0,,,english,english,,,,,TRUE,,n/a,,,,,
60955488,Guinevere,Farens,21,Lydie,Business,associate,,,,978-188-1476,,0,,walk,,,,,,english,spanish,,,,,,,,,,TRUE,,
3888130,Elnora,Ech,20,Joellyn,Service,none,Brok,associate,,978-754-8277,$100000 to $149999,0,,walk,,,,,,english,spanish,,,,,,,,,,,,
5383586,Hyatt,Foker,17,Martynne,,associate,Jordan,,,978-580-7436,$100000 to $149999,3,,car,180,180,0,,,spanish,english,,,TRUE,,,,NI,Partially_Meeting,,,,
29976846,Peggy,Lemon,13,April,Business,none,Arty,none,Other,978-504-9890,$50000 to $74999,0,,car,173,180,0,,,english,english,TRUE,,,,,,PRG,Meeting,,,,
7392062,Andrea,Balke,17,Wynne,Service,none,Fitzgerald,,Management,978-866-0807,$50000 to $74999,2,,bike,179,180,0,,,spanish,english,,,,,TRUE,,,Not_Meeting,,,,
94802500,Leroi,Coughtrey,19,Leontyne,Business,associate,Arri,none,Office,978-898-6410,$50000 to $74999,1,0,car,,,,,,spanish,english,,,,,,,,,,,,
663625534,Jack,Anyene,6,Gregory,Office,associate,Rakel,Other,Arts,978-572-8222,$150000 or more,0,,walk,180,180,0,,,,english,,,,,,,n/a,,,,,
86664976,Leelah,Cristofolini,17,Ardene,Service,associate,Thorvald,associate,Service,978-367-8406,$25000 to $34999,2,,car,180,180,0,,,spanish,english,,,,,,,P,Meeting,,,,
89322776,Nolie,Steuhlmeyer,9,Felipa,Other,none,,,,978-750-6416,$100000 to $149999,0,,car,180,180,0,TRUE,Discovery,,english,,,,TRUE,,,P,Exceeding,,,,
35640851,Lola,Snell,18,Danna,Production,associate,Hercule,associate,Science,978-683-9010,$75000 to $99999,3,,car,180,180,0,,,english,spanish,,,,,,,P,Not_Meeting,,,,
9946809,Gregor,Simkovich,12,Viola,Office,bachelor's,Julian,trade,Sales,978-432-8497,$100000 to $149999,0,,car,180,180,0,,,english,english,,,TRUE,TRUE,,,P,Meeting,TRUE,,,
96460521,Roland,Geri,13,Blinni,Office,none,,,,978-287-3176,$100000 to $149999,1,,car,119,180,0,,,english,spanish,,,,,TRUE,,P,Meeting,,,,
8669517,Say,Liffe,21,Bertine,,associate,Nickolas,,Arts,978-330-9144,$50000 to $74999,2,,car,,,,,,spanish,english,,,,,,,,,,,,
81177842,Rosana,Brosi,14,Kikelia,Management,bachelor's,Vaclav,none,Science,978-511-4369,$75000 to $99999,1,,car,180,180,0,,,spanish,english,,,,,TRUE,,F,Meeting,,,,
291647194,Drud,Mawer,6,Allissa,Construction,masters,Stefanie,,,978-989-4690,$75000 to $99999,3,1,car,180,180,0,,,english,english,,,,,,,n/a,TRUE,,,,
41448866,Merralee,Berisford,13,Beverly,Science,trade,,,,978-794-7787,$100000 to $149999,4,,car,130,180,0,,,,english,,,TRUE,,,,NI,Not_Meeting,,,,
63865648,Nat,Keller,20,Letta,Other,bachelor's,Duffy,associate,,978-894-6069,$50000 to $74999,1,,car,,,,,,spanish,english,,,,,,,,,TRUE,,,Professional Certificates
57153537,Maisey,Brookwood,21,Rosalinda,Sales,associate,Shermy,associate,Science,978-909-0849,$150000 or more,0,,car,,,,,,,english,,,,,,,,,,TRUE,,
180352274,Ricca,Bryson,7,Edgardo,Sales,associate,Kyla,,,,$150000 or more,1,,car,180,180,0,,,english,english,,,,,,,n/a,,,,,
36493447,Arabel,Fawthrop,11,Melitta,,none,Maynard,,Management,978-682-2453,$150000 or more,3,,car,180,180,0,,,english,spanish,,,,,,,NI,Partially_Meeting,,,,
55658259,Melamie,Rylatt,21,Babara,,none,Cassie,,,978-218-9560,$75000 to $99999,1,,walk,,,,,,spanish,english,,,,,,,,,,,TRUE,Associates
80891027,Sawyer,Raisbeck,15,Isahella,Natural Resources,none,Egan,none,Science,978-225-2433,$35000 to $49999,4,,car,180,180,0,,,english,english,,,,,TRUE,1,PRG,Meeting,,,,
66892959,Tomlin,Steven,14,Sarene,,,Elisha,,Maintenance,978-654-3293,$150000 or more,4,,car,118,180,0,,,spanish,english,,TRUE,,,TRUE,,P,Exceeding,,,,
62644259,Willabella,Munkley,10,Kori,,none,Roy,,Office,978-126-9588,$50000 to $74999,3,4,car,179,180,0,,,english,english,TRUE,,,,,,P,Not_Meeting,,,,
25173215,Modestia,Breede,14,Felice,Sales,none,Maurice,none,Other,978-230-3915,$100000 to $149999,4,1,car,180,180,0,,,english,english,,,,,,,P,Not_Meeting,,,,
15886854,Pearl,Aronov,15,Florella,Transportation,none,Tate,masters,Sales,978-687-3943,$75000 to $99999,1,,car,180,180,0,TRUE,Discovery,english,english,TRUE,,,,TRUE,,,Partially_Meeting,,,,
38607218,Jaine,Cleeton,11,Aaren,,none,Franny,associate,Management,978-102-9781,$150000 or more,0,,car,180,180,0,,,spanish,english,,,,,TRUE,,P,Exceeding,,,,
91154920,Elinore,Anthon,16,Terra,Transportation,none,,,,978-021-4170,$75000 to $99999,4,,car,180,180,0,,,english,english,,,,,,,W,Partially_Meeting,,,,
532557039,Sioux,Hamlington,7,Aubrey,Business,associate,Amos,,Management,,$100000 to $149999,0,,car,173,180,0,,Discovery,english,english,,,,,,,n/a,,,,,
79006522,Jimmie,Camplin,10,Donnajean,Production,none,Etan,none,Production,978-542-1684,$35000 to $49999,2,,car,124,180,0,,,spanish,english,,,,,TRUE,,A,Not_Meeting,TRUE,,,
64999072,Edik,Darter,10,Jacinta,Management,associate,Anatole,associate,,978-473-5117,$50000 to $74999,2,3,car,180,180,0,,,spanish,english,,,TRUE,,,1,A,Not_Meeting,,,,
4951033,Marika,Snugg,14,Ruthanne,Sales,bachelor's,Tim,associate,Business,978-651-6889,$35000 to $49999,2,,walk,180,180,0,,,english,english,,,TRUE,TRUE,TRUE,,P,Meeting,,,,
93944129,Windham,Pinnijar,9,Camilla,Maintenance,associate,Noll,none,,978-111-8704,$150000 or more,3,,car,180,180,0,,,english,english,,,,,,,A,Not_Meeting,TRUE,,,
971515623,Rockey,Antcliff,7,Adelle,Service,associate,,,Office,978-656-0126,$50000 to $74999,1,,car,180,180,0,,,english,english,,,,,TRUE,,n/a,,,,,
60019684,Dorian,Seneschal,13,Trixie,,none,Salomon,,Service,978-367-6028,$100000 to $149999,2,2,walk,180,180,0,,,english,english,,,TRUE,,,,P,Partially_Meeting,,,,
44425971,Elianore,Kirvell,18,Brittany,Sales,none,Claus,masters,Office,978-799-6048,$150000 or more,4,,car,130,180,0,,,spanish,english,,,,,TRUE,1,W,Partially_Meeting,,,,
36475949,Tessa,Ewbanche,10,Wilma,,trade,Werner,associate,Construction,978-787-1532,$50000 to $74999,4,,car,180,180,1,,,,english,,,,,,,P,Not_Meeting,,,,
97146583,Clint,Sikorsky,8,Herta,Construction,none,,,,978-244-5762,$20000 to $24999,3,,walk,180,180,0,,,english,english,,,,,TRUE,,A,Not_Meeting,TRUE,,,
31800911,Lee,Aizikovich,17,Leela,Business,masters,,,,978-116-9481,$150000 or more,2,,car,180,180,0,,,english,english,,,,,,,P,Meeting,,,,
48484220,Mischa,Oram,14,Wileen,Service,masters,Alexio,associate,Office,978-031-7248,$50000 to $74999,0,,bike,180,180,0,,,english,english,,,,,TRUE,,A,Partially_Meeting,,,,
11736142,August,Learned,13,Brittney,,associate,,,,978-055-6956,$25000 to $34999,4,,car,180,180,0,,,english,spanish,,,,,TRUE,,A,Not_Meeting,,,,
46890905,Janot,Hews,17,Miof mela,Service,bachelor's,Mordy,bachelor's,,978-487-3507,$150000 or more,1,,bike,180,180,0,,,spanish,spanish,,,,,,,P,Not_Meeting,,,,
85511988,Gertrud,Mc Curlye,19,Mandy,Arts,associate,Hubie,associate,Service,978-199-4863,$150000 or more,2,,car,,,,,,english,english,,,,,,,,,,,,
95555775,Tymothy,Le Prevost,14,Mirilla,Sales,associate,Tucky,associate,Business,978-612-9880,$100000 to $149999,2,0,bike,176,180,0,,,english,english,,,,,,,NI,Partially_Meeting,TRUE,,,
49723983,Pierre,Akrigg,12,Genny,Office,associate,,,,978-795-9212,$25000 to $34999,4,,car,180,180,0,,,,spanish,,,,,TRUE,,P,Meeting,,,,
60615178,Kev,Thornley,16,Vivianne,Service,none,Issiah,associate,,978-632-2384,$35000 to $49999,2,2,car,180,180,0,,,english,english,,,,,,,P,Not_Meeting,TRUE,,,
84088326,Alverta,Lince,13,Elinore,Service,associate,,,,978-974-9837,$100000 to $149999,3,,car,180,180,0,,,spanish,english,,,,,,,W,Not_Meeting,,,,
98816090,Tibold,Halpin,19,Mariya,Management,associate,,,,978-355-0913,$150000 or more,2,3,bike,,,,,,spanish,english,,,,,,,,,,,,
2438435,Wilone,Bransgrove,15,Ysabel,,associate,Augustin,none,Sales,978-500-8525,$20000 to $24999,4,2,car,180,180,0,,,spanish,english,,,,,,,NI,Not_Meeting,,,,
60628269,Laurella,Robshaw,18,Nicolette,,associate,Trstram,none,,978-419-7971,$10000 to $14999,1,,car,180,180,0,TRUE,Discovery,spanish,spanish,,,,,,,P,Exceeding,,,,
28736106,Reiko,Tregenza,11,Nady,Natural Resources,none,,,,978-479-3693,$75000 to $99999,2,,bike,35,180,0,,,spanish,english,,,,,TRUE,,P,Meeting,,,,
86496901,Merrick,Iacoviello,5,Lisabeth,Maintenance,masters,Valeda,,Science,978-005-1665,$35000 to $49999,1,,bike,180,180,0,TRUE,,english,english,,,,,,,n/a,,,,,
69199721,Chicky,Spearman,19,Shay,Office,associate,,,,978-903-0074,$35000 to $49999,1,,car,,,,,,english,english,,,,,,,,,,TRUE,,
6829598,Bambie,Broinlich,21,Ermengarde,Construction,trade,Dion,associate,Management,978-352-4012,$25000 to $34999,3,,car,,,,,,spanish,spanish,,,,,,,,,,,,
50639320,Karlene,Oughtright,15,Maurita,Maintenance,bachelor's,,,,978-815-3043,$75000 to $99999,4,,bike,180,180,0,,,english,english,TRUE,,,,,,P,Exceeding,,,,
25631956,Brianna,Gabbidon,17,Bride,Management,associate,Alonso,associate,Arts,978-148-1877,$50000 to $74999,4,0,car,180,180,0,,,english,spanish,,TRUE,,,TRUE,,NI,Not_Meeting,,,,
98481078,Modestine,Haversham,10,Brittni,Business,bachelor's,,,,978-796-3195,$15000 to $19999,2,,car,180,180,0,,,spanish,english,,,,,,,P,Partially_Meeting,,,,
91012642,Alysa,Dewick,19,Olivie,,none,,,,978-067-8796,$100000 to $149999,1,3,bike,,,,,,english,spanish,,,,,,,,,,,,
37781928,Annamarie,Matzaitis,15,Pandora,Business,associate,Chic,masters,,978-010-6898,$100000 to $149999,3,,car,180,180,0,,,english,english,,,,,,,P,Meeting,,,,
360653968,Marcus,Rosone,6,Brena,Other,bachelor's,,,Transportation,978-973-6494,$100000 to $149999,2,0,car,180,180,0,TRUE,,english,english,,,,,,,n/a,TRUE,,,,
21421109,Elaina,Jahner,19,Horatia,Science,associate,,,,978-880-4645,$25000 to $34999,3,,bike,,,,,,,english,,,,,,,,,,TRUE,,
66465334,Sollie,Glossup,21,Lonni,Arts,associate,Claiborn,associate,Management,978-549-5820,$100000 to $149999,3,1,car,,,,,,spanish,english,,,,,,,,,,,TRUE,Associates
51223555,Sianna,Sandilands,11,Dianne,Sales,none,Ches,associate,,978-044-1408,$150000 or more,3,,walk,180,180,0,,,english,english,,,,,,,P,Exceeding,,,,
54099061,Man,Weight,17,Meggi,,none,Alva,,,978-577-1951,$75000 to $99999,1,,car,180,180,0,TRUE,Discovery,english,english,,,,,TRUE,,A,Not_Meeting,TRUE,,,
29064249,Fania,Yann,10,Susannah,Other,associate,,,,978-677-8790,$100000 to $149999,1,,car,180,180,0,,,english,english,,,TRUE,,TRUE,,W,Not_Meeting,,,,
35442734,Antonetta,Conerding,13,Meta,Science,none,Ancell,associate,Office,978-243-4654,$100000 to $149999,0,,walk,180,180,0,,,english,english,,,,,TRUE,,P,Meeting,TRUE,,,
64146205,Meghan,Brazier,21,Luci,,trade,Ethe,associate,,978-836-0745,$35000 to $49999,2,,car,,,,,,english,spanish,,,,,,,,,TRUE,,,
51004555,Leigh,Tremoille,13,Arabella,Transportation,associate,Jozef,associate,Science,978-931-7811,$150000 or more,4,,car,180,180,0,,,english,english,,,,,TRUE,,P,Not_Meeting,TRUE,,,
75868293,Rossy,Cucuzza,11,Katey,,associate,Harwell,associate,Arts,978-908-3460,$50000 to $74999,2,,car,180,180,0,,,english,english,,,,,,1,NI,Not_Meeting,,,,
42913596,Berna,Foli,11,Carly,Office,masters,Cointon,associate,Business,978-799-4504,$100000 to $149999,2,4,car,178,180,0,TRUE,Discovery,english,english,TRUE,,,TRUE,TRUE,,P,Meeting,,,,
727181557,Doris,Farnorth,5,Mariette,Science,,Eryn,,,978-923-7606,$100000 to $149999,1,,walk,180,180,3,,,english,spanish,,,,,TRUE,,n/a,,,,,
63090144,Griffith,Comley,13,Andriette,Business,none,,,,978-789-2217,$5000-$9999,3,,car,180,180,0,,,english,spanish,,,,,TRUE,1,A,Partially_Meeting,TRUE,,,
16922394,Galven,Weepers,12,Perry,Office,none,Cyril,trade,,978-665-3805,$150000 or more,2,,car,180,180,0,,,english,english,,,,,TRUE,,,Not_Meeting,,,,
20658193,Rycca,Kiljan,8,Wandis,Service,none,Rowney,none,Office,978-187-3035,$150000 or more,2,3,car,175,180,0,,,english,english,,,,,TRUE,,PRG,Partially_Meeting,,,,
2777152,Merwin,Murt,16,Guillema,Service,,Hillard,associate,Service,978-043-5056,$100000 to $149999,0,,bike,180,180,0,TRUE,Discovery,,english,,,,,TRUE,,W,,,,,
926655446,Regen,Ranald,7,Randall,Sales,,,,Other,,$100000 to $149999,0,,car,180,180,0,,,english,english,,,,,TRUE,,n/a,,,,,
59477064,Mandie,Chrippes,11,Cinda,Sales,masters,Alphard,masters,Office,978-947-6911,$75000 to $99999,1,,car,180,180,0,,,english,spanish,,,TRUE,,,,NI,Exceeding,TRUE,,,
41992394,Rosina,Bruck,8,Livy,Other,associate,Alric,none,,978-973-1101,$75000 to $99999,1,,walk,124,180,0,,,spanish,english,,,,,,,PRG,Partially_Meeting,,,,
14009527,Rina,Yanuk,12,Darsey,Service,associate,Torrin,associate,Business,978-286-8187,$75000 to $99999,1,,bike,173,180,0,,,english,english,,,TRUE,,,,NI,Partially_Meeting,TRUE,,,
866078822,Biron,Philippart,5,Jewel,Service,,Vance,,Service,978-297-7387,$100000 to $149999,2,,car,114,180,0,,,spanish,spanish,,,,,TRUE,,n/a,,,,,
91630632,Estevan,Cossentine,12,Marilyn,Business,none,Ulberto,associate,,978-828-5896,$50000 to $74999,1,2,car,74,180,0,,,english,english,,,,,TRUE,,P,,TRUE,,,
934622255,Gayla,Mensler,5,Fonz,,,Donalt,,Arts,978-057-6356,$150000 or more,1,,car,94,180,0,,,english,english,,,,,,,n/a,,,,,
30377278,Ly,Whyley,19,Margalit,,none,Padraic,,Sales,978-332-9323,$100000 to $149999,0,,car,,,,,,spanish,english,,,,,,,,,TRUE,,,
17749360,Rowland,Secretan,9,Laurena,Science,none,,,,978-742-5155,$100000 to $149999,1,2,car,180,180,0,,,spanish,english,,,,,TRUE,,P,Not_Meeting,,,,
2628727,Tobey,Driutti,15,Lynnea,Sales,none,,,,978-947-4668,$75000 to $99999,3,,car,85,180,0,TRUE,Discovery,spanish,english,,,,TRUE,,,NI,Meeting,,,,
765125585,Yuri,McCrohon,5,Gaylord,Business,associate,,,,978-562-5374,$50000 to $74999,0,1,car,180,180,3,TRUE,Discovery,,english,,,TRUE,,,,n/a,,TRUE,,,
54010608,Kristina,Gillani,13,Ulrikaumeko,Business,associate,Grantley,none,,978-677-7803,$100000 to $149999,4,,car,173,180,0,TRUE,Discovery,english,english,,,,,TRUE,,P,Not_Meeting,,,,
76743302,Newton,Levy,16,Sherilyn,Office,associate,,,,978-258-2845,$50000 to $74999,1,,car,180,180,0,,,english,english,,,,,TRUE,1,P,Not_Meeting,TRUE,,,
