id,first_name,last_name,age,parent_1,parent_1 occupation,parent_1_education,parent_2,parent_2_education,parent_2_occupation,phone,household_income,number_siblings,other_household_members,mode_transport,attendance,days_membership,school_tardiness,after_school,after_school_external,primary_student_language,primary_household_language,at_risk,homeless,special_education,state_agencies_involved,reduced_lunch,suspensions,mcas,reading_levels,attended-preschool,graduated,student-degree,college_major
92550812,Ardelis,Edmeades,8,Roxane,Office,associate,Avery,,Management,978-863-1343,$75000 to $99999,2,,car,162,180,0,,,spanish,english,,,,,,,A,Not_Meeting,,,,
97200016,Doralynne,Crockley,10,Camella,Office,none,Oliviero,associate,Production,978-357-7665,$35000 to $49999,4,,car,180,180,0,TRUE,Boys & Girls Club,english,english,,,,,TRUE,,P,Partially_Meeting,,,,
1166017,Hewie,Twycross,17,Emelita,,,,associate,,978-770-0910,$150000 or more,3,,car,180,180,0,,,spanish,english,,,TRUE,,,,P,Partially_Meeting,TRUE,,,
550947559,Katey,Schustl,6,Patric,Service,,,,Sales,978-720-8853,$50000 to $74999,1,,car,555,180,45,,Wood School,english,english,,,,,TRUE,,n/a,,,,,
99687492,Lolita,Bridal,11,Bernardina,,none,,associate,,978-955-1110,$25000 to $34999,3,4,car,180,180,0,,,english,english,,,,TRUE,TRUE,,NI,Partially_Meeting,TRUE,,,
20912784,Barri,Ashfull,12,Shantee,Service,none,Ike,associate,Other,978-010-6064,$35000 to $49999,0,1,walk,180,180,0,TRUE,Discovery,english,english,,TRUE,,,,,NI,Meeting,,,,
92727424,Tanya,Logsdale,12,Kalie,Business,associate,Merrick,,Other,978-926-0128,$150000 or more,3,,car,180,180,0,,,english,spanish,,,,,TRUE,,PRG,Not_Meeting,,,,
87714722,Melitta,Mathey,17,Lorene,Service,none,Emlen,,,978-279-6773,$25000 to $34999,1,,car,180,180,0,,,spanish,english,,,,,TRUE,,P,Meeting,,,,
57215803,Wolfie,Tremoulet,15,Ealasaid,Natural Resources,none,,associate,,978-940-8611,$25000 to $34999,4,,car,180,180,0,,,english,english,,,,TRUE,,,P,Partially_Meeting,,,,
35882375,Selig,Uden,10,Pamella,Service,associate,Bone,associate,Sales,978-728-2930,$150000 or more,4,0,car,119,180,0,,,spanish,english,,,,,,,A,Exceeding,TRUE,,,
56707184,Noah,Leith-Harvey,15,Laura,Office,associate,Cordy,associate,Science,978-321-4395,$100000 to $149999,4,,car,180,180,0,,,spanish,english,,,,,,,W,Partially_Meeting,,,,
40881233,Sam,Tett,7,Constantina,Sales,none,Merv,,Service,978-263-2624,$75000 to $99999,4,,car,180,180,0,TRUE,Discovery,english,english,,,,TRUE,,,W,,TRUE,,,
73317757,Briano,Joost,20,Vannie,Business,associate,,,,978-684-3472,$100000 to $149999,1,,car,,,,,,english,english,,,,,,,,,,TRUE,,
34514387,Kathie,Littrik,11,Melina,Maintenance,none,,trade,,978-226-2564,$100000 to $149999,4,,car,180,180,0,,,english,english,,,,,,,P,Partially_Meeting,,,,
68131897,Mavis,Campo,8,Berna,Management,bachelor's,Morten,associate,Office,978-885-7588,$75000 to $99999,3,,walk,555,180,0,,,english,english,,,,,,,P,Not_Meeting,,,,
93484450,Renate,Coplestone,19,Yelena,Other,none,Rinaldo,,Sales,978-856-8192,$75000 to $99999,2,,bike,,,,,,english,english,,,,,,,,,,,,
57373866,Raeann,Arthan,8,Fidela,Arts,associate,Ole,trade,Sales,978-648-8305,$150000 or more,4,,car,180,180,0,,,english,english,,,,,TRUE,,P,Not_Meeting,TRUE,,,
86308367,Hercules,Ishchenko,17,Jolie,Transportation,associate,Friedrich,associate,Science,978-566-1518,$35000 to $49999,4,,car,180,180,0,,,english,english,TRUE,,,,,,P,Partially_Meeting,,,,
77388466,Ericha,Corley,19,Laurette,Science,none,,,,978-009-9235,$35000 to $49999,1,,car,,,,,,english,english,,,,,,,,,TRUE,,,
943691661,Elijah,Eddow,5,Nancey,Science,masters,Armin,trade,,978-842-6400,$100000 to $149999,3,4,car,180,180,0,TRUE,,english,,,,,,,,n/a,TRUE,,,,
107005707,Zondra,Wragg,6,Riane,Sales,masters,,bachelor's,Service,978-172-5634,$150000 or more,4,1,car,180,180,0,TRUE,Youth Empowerment,,spanish,,,,,TRUE,,n/a,,TRUE,,,
95765099,Karalee,Gheorghescu,18,Edee,Management,associate,Napoleon,associate,Other,978-968-5077,$100000 to $149999,4,2,car,85,180,0,,,english,spanish,TRUE,,TRUE,,TRUE,,NI,Meeting,,,,
45699216,Brittne,Hoolaghan,8,Janis,,none,Clive,,Science,978-839-1363,$100000 to $149999,3,,car,180,180,0,,,english,english,,,,,TRUE,,,Partially_Meeting,,,,
55176181,Tanner,Creavan,12,Susannah,Arts,associate,,masters,,978-419-3819,$25000 to $34999,0,,walk,180,180,0,,,spanish,english,,,,,,,P,Exceeding,,,,
71248355,Ninnetta,Kinze,14,Leigh,Management,associate,,associate,,978-326-5383,$100000 to $149999,3,,walk,150,180,0,,,english,english,,,,,TRUE,,P,,,,,
37303239,Margette,Jindacek,11,Jessika,Office,none,Lemmy,associate,Business,978-393-5292,$100000 to $149999,2,,car,180,180,0,,,english,english,,,,,TRUE,,P,Not_Meeting,,,,
473400076,Candie,Dufore,6,Danyelle,Office,masters,Lenora,associate,Production,978-368-6761,$100000 to $149999,0,,car,180,180,7,,Discovery,english,spanish,,,,,,,n/a,,,,,
70024088,Constancy,Selcraig,15,Josey,,none,Steward,associate,Transportation,978-957-3898,$150000 or more,1,,walk,180,180,0,,,english,english,,,,,,,P,Exceeding,,,,
54555724,Margarita,Tidy,15,Joela,Office,trade,Reinhard,,Maintenance,978-860-7336,$100000 to $149999,0,,car,180,180,0,,,english,english,,,,,TRUE,,PRG,Not_Meeting,,,,
75018722,Karrah,Gocher,20,Danyelle,Science,bachelor's,Ric,,Other,978-799-8520,$100000 to $149999,1,,bike,,,,,,spanish,english,,,,,,,,,,TRUE,,
94736443,Calypso,Callway,11,Aarika,Management,associate,Duffy,trade,,978-185-3847,$150000 or more,0,,car,60,180,0,,,english,english,,,,TRUE,TRUE,,P,Meeting,,,,
76104181,Rebbecca,Feely,10,Nerte,Arts,none,Felike,associate,,978-917-9681,$100000 to $149999,3,2,car,180,180,0,,,english,english,,,,TRUE,,,MED,Partially_Meeting,,,,
15377404,Ashla,Bates,13,Justinn,Other,associate,,,,978-947-6592,$25000 to $34999,2,,walk,180,180,0,TRUE,Discovery,spanish,english,,,,,,,NI,Meeting,,,,
4637411,Jayme,Bohea,13,Lelia,Service,none,Osmond,bachelor's,Sales,978-306-1747,$25000 to $34999,2,,car,180,180,0,,,english,spanish,,,,,,,A,Meeting,,,,
37877070,Saxon,Slorance,8,Cosetta,,bachelor's,,,,978-408-6824,$20000 to $24999,3,,car,180,180,0,,,english,spanish,,,,,TRUE,,NI,Not_Meeting,,,,
18430165,Fara,Axtonne,19,Coriss,Other,associate,Otes,,Other,978-991-6521,$100000 to $149999,4,,car,,,,,,english,english,,,,,,,,,,TRUE,,
55940123,Arny,Rothschild,15,Marybelle,Sales,associate,,associate,,978-564-5286,$50000 to $74999,0,,car,173,180,0,TRUE,Discovery,,english,,,TRUE,,,,W,,,,,
713856016,Halette,Newling,6,Liesa,,associate,Sully,,Office,978-077-9096,$35000 to $49999,3,,bike,555,180,0,TRUE,,spanish,english,,,,,,,n/a,,,,,
82783332,Ives,Elldred,10,Minnnie,,associate,Silvan,associate,Business,978-600-5083,$150000 or more,0,,car,180,180,0,,,,spanish,,,,,TRUE,,P,Partially_Meeting,,,,
83065611,Harvey,Halls,20,Esmaria,Sales,associate,Gordie,trade,Service,978-186-8510,$10000 to $14999,2,,car,,,,,,english,english,,,,,,,,,,TRUE,,
64556246,Lezley,Rastall,15,Conchita,Service,associate,Harlen,associate,Arts,978-106-0463,$35000 to $49999,1,,car,180,180,0,,,spanish,english,,,,,TRUE,,P,Meeting,,,,
45010746,Paddy,Aimeric,8,Jerrilyn,,associate,,associate,,978-246-3813,$50000 to $74999,2,,walk,180,180,0,TRUE,Cedardale,english,english,,,,,,,PRG,Not_Meeting,,,,
864012646,Joachim,Davern,5,Charles,Office,,Karlotta,associate,Sales,978-550-7181,$35000 to $49999,1,,car,63,180,0,,,english,spanish,,,,,,,n/a,,,,,
5376400,Merry,Livingstone,19,Valene,Science,none,Porty,associate,Arts,978-615-9888,$150000 or more,2,,car,,,,,,english,english,,,,,,,,,TRUE,,,
63327137,Dianna,Billings,8,Brietta,Sales,associate,,,,978-389-3361,$35000 to $49999,0,,car,180,180,0,,,english,english,,,,,,,P,Not_Meeting,TRUE,,,
73339079,Jorey,Comino,14,Kimberlyn,Production,associate,,masters,,978-035-9785,$10000 to $14999,0,,car,180,180,0,,,english,english,,,,,,,P,Partially_Meeting,,,,
7629320,Linzy,Riolfo,16,Andeee,Science,,,,,978-427-8073,$75000 to $99999,2,3,walk,555,180,1,,,,english,,,TRUE,,TRUE,,NI,Partially_Meeting,TRUE,,,
10433901,Freddie,Bollum,10,Fran,Business,masters,Wayland,,Construction,978-023-7880,$25000 to $34999,4,,car,180,180,0,,,spanish,spanish,,,TRUE,,TRUE,,,Not_Meeting,,,,
76717085,Abey,Huard,12,Alisun,Sales,none,Batholomew,,,978-544-6764,$25000 to $34999,4,,car,180,180,0,,,english,english,,,,,TRUE,,,Not_Meeting,,,,
60108933,Felipa,Judron,16,Cornie,Science,associate,,,,978-101-0919,$100000 to $149999,3,,car,555,180,0,,,,spanish,,,,,,,P,Partially_Meeting,,,,
78422675,Jayne,Fernandes,17,Daile,,trade,Raleigh,associate,,978-324-3905,$50000 to $74999,0,,car,180,180,0,,,english,english,,,,,,,P,Exceeding,,,,
683011609,Lea,Loxston,5,Marj,Construction,associate,Cristiano,associate,Science,978-829-1131,$50000 to $74999,3,2,car,180,180,0,,Little Sprouts,spanish,english,,,TRUE,,,,n/a,TRUE,,,,
91385485,Lauraine,Archbald,12,Joletta,,none,Brad,associate,Science,978-604-9702,$20000 to $24999,3,,car,175,180,2,,,english,spanish,,,,,TRUE,,W,Not_Meeting,,,,
39857094,Dolores,McGaffey,8,Faunie,,associate,Hewe,bachelor's,Sales,978-927-4815,$150000 or more,3,1,bike,180,180,0,,,english,english,,,,TRUE,TRUE,,PRG,Exceeding,,,,
64340494,Bamby,McGready,19,Kellen,Office,associate,Tallie,trade,Maintenance,978-317-4682,$75000 to $99999,0,0,car,,,,,,spanish,english,,,,,,,,,,TRUE,,
5728774,Carry,Sole,11,Lanny,Management,associate,,,,978-713-0084,$20000 to $24999,1,,car,180,180,0,,,english,english,,,,,,,PRG,,,,,
78608750,Margret,Revance,8,Lauryn,Transportation,none,Sasha,bachelor's,Construction,978-379-5794,$50000 to $74999,1,,bike,180,180,0,,,spanish,english,,,,TRUE,TRUE,,P,Meeting,,,,
51132214,Lelah,Cottey,8,Marissa,Management,masters,Bealle,masters,Arts,978-160-5473,$50000 to $74999,4,,car,555,180,0,,,spanish,english,,,,,TRUE,,NI,Exceeding,TRUE,,,
60689184,Scarlett,Pinsent,14,Keriann,,associate,Hurleigh,associate,Business,978-874-9067,$100000 to $149999,3,,car,180,180,2,,,english,english,,,,,,,A,Meeting,,,,
6787404,Dacy,Lynagh,20,Madella,,none,Farlee,trade,Management,978-248-3657,$100000 to $149999,1,,car,,,,,,spanish,english,,,,,,,,,,TRUE,,
68036499,Dmitri,Coan,17,Mirna,Arts,bachelor's,Burtie,associate,Service,978-938-9445,$15000 to $19999,4,,car,180,180,0,TRUE,Discovery,english,english,,,,,TRUE,,A,Not_Meeting,,,,
91870770,Marla,Drever,11,Anne,Service,associate,Paddy,associate,Service,978-331-3862,$150000 or more,2,,car,180,180,0,,,english,english,,,TRUE,,,,P,Not_Meeting,,,,
65769270,Rosalia,Possa,10,Rasla,,none,,associate,,978-638-5665,$100000 to $149999,0,,car,180,180,0,,,spanish,english,TRUE,,TRUE,,TRUE,,W,Meeting,TRUE,,,
36699944,Riccardo,Downage,15,Floria,Maintenance,none,Brandon,,Business,978-271-0101,$10000 to $14999,4,1,car,180,180,0,,,english,english,,,,,TRUE,,P,Partially_Meeting,,,,
26617975,Abba,Towse,15,Cheryl,Service,none,Beck,,Office,978-728-1999,$75000 to $99999,2,2,bike,67,180,0,,,english,english,,,,,TRUE,,NI,Meeting,,,,
15756493,Corenda,Hyslop,12,Pepi,Service,none,,,,978-093-8058,$50000 to $74999,4,,car,180,180,0,,,english,english,,,,,,,P,Not_Meeting,,,,
26108355,North,Isacsson,16,Dory,,none,Wilfred,associate,Sales,978-314-8428,$150000 or more,4,4,car,180,180,0,,,,english,,,,,TRUE,,P,Not_Meeting,TRUE,,,
31228300,Zebulon,Purvess,12,Cindi,Management,associate,Jason,associate,Management,978-048-4529,$150000 or more,4,,car,175,180,0,TRUE,YMCA Greenleaf,english,english,,,,,,,PRG,Partially_Meeting,TRUE,,,
16169071,Jessi,Fludder,20,Elisabetta,Service,associate,,,,978-617-6766,$150000 or more,3,,car,,,,,,,english,,,,,,,,,,TRUE,,
67731585,Derrik,Gutcher,16,Annetta,Science,none,Puff,,Arts,978-589-4723,$100000 to $149999,4,,car,144,180,0,TRUE,Discovery,,english,,,,,TRUE,,P,Partially_Meeting,,,,
39903752,Ware,O'Noulane,13,Minna,Service,associate,Norman,masters,Office,978-887-2258,$35000 to $49999,1,,walk,180,180,0,,,english,english,,,,,TRUE,,P,Not_Meeting,,,,
77128136,Malina,Dewis,17,Nanny,Arts,associate,Dalt,associate,Sales,978-081-7681,$15000 to $19999,0,4,bike,180,180,0,,,english,english,,,,,TRUE,,,Exceeding,,,,
858454658,Marybelle,Kenson,5,De witt,,associate,,trade,,978-922-9260,$150000 or more,1,,car,180,180,0,,,spanish,spanish,,,,,,,n/a,,,,,
80011459,Eada,Elijah,18,Cindy,Service,,Ferd,associate,Office,978-689-8507,$25000 to $34999,3,,car,180,180,0,TRUE,Discovery,english,english,,,,,TRUE,,P,Meeting,,,,
9667470,Bill,Rosentholer,14,Lavinia,,none,Burnaby,,Business,978-586-1165,$100000 to $149999,4,,car,180,180,0,,,,english,,,,,,,P,Meeting,,,,
19963112,Mahala,De Ortega,8,Blake,Sales,associate,Ware,associate,Service,978-788-7637,$50000 to $74999,2,,car,180,180,0,,,,spanish,,,,,,,NI,Not_Meeting,,,,
94576740,Edgardo,Trubshaw,17,Rodina,,masters,Field,associate,,978-560-0380,$150000 or more,1,,car,180,180,0,,,english,english,,,,,TRUE,,NI,Partially_Meeting,,,,
968783218,Jyoti,Varren,5,Desmond,Management,,Maddie,associate,Office,978-541-0709,$50000 to $74999,4,,car,74,180,0,,,english,english,,,,,,,n/a,,,,,
358788842,Bibi,Snoxell,5,Hewet,Other,associate,Aryn,associate,Sales,978-930-9864,$25000 to $34999,1,,car,180,180,0,,,english,spanish,,,,,,,n/a,,,,,
63889775,Letty,Greeson,20,Paloma,Business,associate,,masters,,978-057-8750,$100000 to $149999,4,,bike,,,,,,spanish,english,,,,,,,,,,TRUE,,
50702627,Tilly,Shimwell,11,Vickie,Other,none,,,,978-903-1772,$25000 to $34999,3,4,car,180,180,0,,,english,spanish,,,TRUE,,TRUE,,NI,Partially_Meeting,,,,
36558685,Leo,Buckler,10,Rozina,Science,none,Manny,associate,Production,978-384-5973,$150000 or more,2,,car,94,180,0,TRUE,YMCA,,english,,,,,,,P,Not_Meeting,TRUE,,,
5864926,Maia,Grichukhin,12,Klara,Business,associate,Godfree,associate,,978-240-0437,$150000 or more,2,,car,180,180,0,,,english,english,,,,,,,NI,Meeting,,,,
2895098,Eberhard,Pech,16,,Office,bachelor's,,associate,,978-454-4093,$75000 to $99999,4,3,car,180,180,0,TRUE,Cedardale,,english,,,TRUE,,,,W,Not_Meeting,,,,
80937108,Corabelle,Ingreda,8,Clementia,Office,masters,Monty,,Office,978-093-5151,$50000 to $74999,0,,car,180,180,0,,,english,english,,TRUE,TRUE,,TRUE,,W,Partially_Meeting,TRUE,,,
998185902,Jeana,Haughian,6,Deni,Transportation,associate,Jaye,,,978-867-2387,$50000 to $74999,2,1,car,180,180,0,,,english,english,TRUE,,,TRUE,,1,n/a,Partially_Meeting,TRUE,,,
86323013,Sissy,Gaynesford,9,Hailee,Transportation,associate,,,,978-224-1184,$100000 to $149999,1,,walk,180,180,0,,,english,english,,,,,TRUE,,P,Partially_Meeting,TRUE,,,
361447483,Samuele,Whitsey,5,Nalani,Management,,Elisha,bachelor's,,978-963-1627,$100000 to $149999,1,,car,180,180,0,TRUE,,english,spanish,,,,,,,n/a,,,,,
45749872,Nance,Castanie,5,Berny,,,Dido,associate,,978-266-9410,$75000 to $99999,2,2,car,180,180,1,,Youth Empowerment,english,english,,,,,,,n/a,TRUE,,,,
68613794,Romona,Seer,17,Daniela,,none,,,,978-043-2584,$100000 to $149999,2,,bike,180,180,0,,,english,spanish,,,,,TRUE,,P,Partially_Meeting,,,,
41481634,Price,Pudsall,17,Lisetta,,,Clive,,Management,978-529-8289,$75000 to $99999,2,0,bike,180,180,0,,,spanish,english,,,TRUE,,,,P,Not_Meeting,,,,
46349030,Cleopatra,Wyson,15,Carolee,Office,trade,,associate,,978-176-9453,$50000 to $74999,4,,car,180,180,0,,,english,english,,,,,TRUE,,W,Partially_Meeting,,,,
22592789,Sim,Barwell,10,Mab,Service,associate,Rock,associate,Arts,978-299-4864,$75000 to $99999,3,,car,180,180,0,,,english,english,,,,,,,NI,Not_Meeting,,,,
35065935,Vinnie,Neylon,7,Magdaia,Sales,associate,,bachelor's,,978-231-8006,$100000 to $149999,1,,car,180,180,0,,,english,english,,,,,TRUE,,P,Partially_Meeting,,,,
83397055,Misti,Minister,13,Cristin,Business,none,Allie,associate,Maintenance,978-726-0544,$75000 to $99999,2,,walk,35,180,0,,,english,english,,,TRUE,,,,,Partially_Meeting,TRUE,,,
65985684,Dov,Mantripp,8,Cymbre,Management,none,Andrea,,,978-079-9465,$150000 or more,1,,car,114,180,0,,,english,spanish,,,,,TRUE,,P,,TRUE,,,
22356069,Kelly,Landa,14,Jaclyn,Sales,,Webster,associate,Sales,978-300-7876,$100000 to $149999,3,,car,180,180,0,,,english,spanish,,,,,,,W,Partially_Meeting,,,,
14195950,Reggy,Dummett,8,,Service,none,,associate,,978-227-3029,$50000 to $74999,4,1,bike,180,180,0,,,english,english,,,,,,,P,Meeting,TRUE,,,
40536641,Sibley,Steele,20,Gleda,Management,associate,Man,associate,Service,978-847-2340,$100000 to $149999,4,,car,,,,,,english,english,,,,,,,,,TRUE,TRUE,,
224169647,Georges,Hakking,6,Sisile,Other,,Reeta,associate,Management,,$50000 to $74999,2,1,walk,180,180,10,,,spanish,spanish,,,,,TRUE,,n/a,,TRUE,,,
33889523,Lorita,Beak,16,Lanae,Science,none,Cleve,,Construction,978-361-6671,$25000 to $34999,1,,car,180,180,0,,,english,english,,,,,TRUE,,P,Not_Meeting,,,,
58240355,Fredric,Ayliffe,16,Chere,Natural Resources,associate,,trade,,978-144-6200,$35000 to $49999,0,,car,180,180,0,,,english,english,TRUE,,,,TRUE,,NI,Not_Meeting,,,,
66163021,Honoria,Jonah,12,Hilda,Natural Resources,none,,,,978-481-3114,$75000 to $99999,3,,car,180,180,0,,,english,spanish,,,TRUE,TRUE,TRUE,,P,Meeting,,,,
45120214,Newton,Basketter,14,Giana,Science,none,,,,978-972-8083,$35000 to $49999,2,,car,180,180,0,TRUE,YMCA,english,spanish,,,,,,,P,Not_Meeting,,,,
74793752,Kristan,Dunnan,13,Michaella,Management,trade,Kris,associate,,978-007-7442,$50000 to $74999,1,,bike,124,180,0,,,english,english,,,,,,,W,Not_Meeting,TRUE,,,
9957404,Leighton,Abramamovh,18,Sonny,Arts,none,,associate,,978-189-1409,$100000 to $149999,2,,car,180,180,0,,,english,spanish,,,,,TRUE,,NI,Not_Meeting,,,,
32006838,Willow,Steers,15,Shauna,Service,masters,Enoch,bachelor's,,978-021-4981,$75000 to $99999,2,,walk,180,180,0,,,spanish,english,,,TRUE,,,,NI,Not_Meeting,TRUE,,,
521885705,Nevsa,Quinevan,5,Teodor,Other,associate,Arlyn,,Sales,978-811-7099,$150000 or more,2,,walk,175,180,4,,,english,spanish,,,,,,,n/a,,,,,
51957854,Moise,Durno,10,Ethyl,Maintenance,bachelor's,Tomlin,masters,Science,978-269-3084,$15000 to $19999,2,,bike,180,180,0,,,english,english,,,,,TRUE,,P,Exceeding,TRUE,,,
44142302,Colin,Worsham,13,Ilise,Sales,associate,,bachelor's,,978-402-2649,$100000 to $149999,4,3,bike,180,180,0,,,english,english,,,,,,,NI,Partially_Meeting,,,,
33110079,Prinz,Dimitresco,17,Christine,,none,Reggy,associate,Sales,978-976-7251,$75000 to $99999,3,,bike,96,180,0,,,english,english,,,,TRUE,TRUE,,P,Not_Meeting,,,,
94492546,Gabie,Jamison,15,Linda,,none,,associate,,978-073-1132,$150000 or more,0,,walk,180,180,0,,,english,english,,,TRUE,,TRUE,,A,Not_Meeting,TRUE,,,
65346685,Antoni,Gatteridge,17,Fulvia,Management,none,,trade,,978-300-7128,$75000 to $99999,4,,car,180,180,0,,,,english,,,,,TRUE,,W,Not_Meeting,,,,
23900311,Muriel,Haddick,7,Marleah,,associate,Willdon,,,978-146-4834,$15000 to $19999,4,,car,180,180,0,,,spanish,english,,,,,,,P,Meeting,TRUE,,,
19682319,Ginnifer,Parlatt,7,Tessi,Office,associate,Harley,associate,,978-818-5476,$100000 to $149999,4,2,car,180,180,0,,,english,english,,,,,TRUE,,,Partially_Meeting,,,,
40436831,Harli,Larrad,18,Brandais,Sales,associate,Gaspar,bachelor's,,978-361-5234,$50000 to $74999,0,,car,119,180,0,,,english,english,,,,,TRUE,,NI,Partially_Meeting,,,,
51868113,Hayden,Matelyunas,14,,,masters,Morley,,,978-122-8101,$35000 to $49999,0,,car,180,180,0,TRUE,Discovery,english,english,,,,,,,A,Not_Meeting,,,,
88353285,Bambi,Georg,10,Micheline,Science,none,Rupert,associate,Office,978-157-0946,$75000 to $99999,2,,car,180,180,0,,,english,english,,,,,TRUE,,NI,Partially_Meeting,,,,
28185863,Everett,Lints,8,Elsa,Management,masters,Davon,associate,,978-282-2868,$35000 to $49999,4,,bike,180,180,0,,,spanish,english,,,TRUE,,TRUE,,NI,Partially_Meeting,,,,
98777493,Hanni,Sarginson,11,Annette,,none,Ryley,associate,Service,978-277-5383,$100000 to $149999,2,1,bike,180,180,0,,,english,english,,,,,,,DNT,Exceeding,TRUE,,,
79004707,Christiana,Caren,19,Lolly,Other,none,,associate,,978-315-0430,$100000 to $149999,0,,car,,,,,,english,english,,,,,,,,,,,,
83660345,Deva,Iddon,10,Candice,Sales,trade,,associate,,978-291-4354,$100000 to $149999,4,,car,180,180,0,,,spanish,english,,,,,TRUE,,NI,Not_Meeting,,,,
22314352,Paxton,Bridgewood,16,Tamma,Arts,none,Kahlil,associate,Management,978-348-8043,$50000 to $74999,4,,car,168,180,0,,,english,english,,,,,,,NI,Partially_Meeting,,,,
1718381,Sandy,Meiklam,6,Vincenty,Production,associate,,associate,,978-310-3149,$75000 to $99999,0,,car,180,180,0,,,english,spanish,,,,,TRUE,,n/a,,,,,
40145644,Orlando,Cradey,16,Pearline,Service,none,Cory,associate,Service,978-120-8490,$25000 to $34999,2,,car,118,180,0,TRUE,YMCA Greenleaf,,english,,,,,,,P,Not_Meeting,,,,
