id,first_name,last_name,age,parent_1,parent_1 occupation,parent_1_education,parent_2,parent_2_education,parent_2_occupation,phone,household_income,number_siblings,other_household_members,mode_transport,attendance,days_membership,school_tardiness,after_school,after_school_external,primary_student_language,primary_household_language,at_risk,homeless,special_education,state_agencies_involved,reduced_lunch,suspensions,mcas,reading_levels,attended-preschool,graduated,student-degree,college_major
67356489,Agathe,Haker,16,Benni,Business,masters,,,,978-860-3128,$150000 or more,0,,car,180,180,0,,,english,english,,,,,,,ABS,Not_Meeting,TRUE,,,
80190215,Natalya,Cliss,19,Misty,Sales,none,Vaughn,none,,978-851-5689,$20000 to $24999,0,,car,,,,,,spanish,english,,,,,,,,,,TRUE,,
73477934,Cortie,Holston,11,Ilyssa,Transportation,trade,,,,978-782-2532,$25000 to $34999,1,,car,555,180,0,,,english,english,,,TRUE,,,,NI,Not_Meeting,TRUE,,,
40210543,Lanette,Schroeder,10,Tana,Business,trade,Alanson,associate,Other,978-444-7813,$150000 or more,4,,car,180,180,0,,,english,english,,,,,,,P,Not_Meeting,,,,
81327738,Lilli,Ferens,9,Joelie,Construction,associate,Frasier,none,Sales,978-952-0708,$50000 to $74999,1,,bike,180,180,0,,,english,english,TRUE,,,,,,NI,Partially_Meeting,,,,
40637744,Renae,Bigby,12,Alysa,Management,none,Heriberto,associate,,978-062-9544,$150000 or more,3,,walk,180,180,0,,,english,english,,,,,,,NI,Meeting,TRUE,,,
14897957,Georges,Harverson,16,Alecia,Office,associate,,,,978-526-2418,$25000 to $34999,1,,car,180,180,0,TRUE,Discovery,english,english,,,,,TRUE,,P,Not_Meeting,TRUE,,,
58795553,Glynn,Bruhn,15,Saudra,Business,none,Thaxter,none,Service,978-603-5823,$75000 to $99999,2,3,car,180,180,0,,,spanish,english,,,,,TRUE,,NI,Meeting,TRUE,,,
7487920,Andi,Sarton,12,Latisha,Sales,none,Hervey,none,Transportation,978-094-1140,$75000 to $99999,4,,car,119,180,0,,,english,english,,,,,,,P,Meeting,TRUE,,,
59653180,Rosy,Begin,16,Gilbertina,Maintenance,none,,,,978-672-4798,$10000 to $14999,4,,car,180,180,0,,,english,english,,,,,TRUE,,F,Not_Meeting,TRUE,,,
73724268,Dianne,Steinson,16,Dacey,Management,none,Gene,associate,Business,978-221-6849,$50000 to $74999,0,3,car,180,180,0,,,spanish,english,,,,TRUE,TRUE,,A,Partially_Meeting,TRUE,,,
23266408,Ofella,Arnaut,17,Ellyn,Sales,none,Tim,trade,,978-514-6108,$100000 to $149999,1,,bike,119,180,0,,,english,english,,,TRUE,,TRUE,,W,,,,,
437613261,Juliette,Paolo,5,Steffi,Other,associate,Tore,,Business,,$75000 to $99999,0,,car,180,180,0,TRUE,Discovery,english,english,,,,,,,n/a,,,,,
90849271,Yvette,Hay,19,Stacie,,none,,,,978-736-9447,$150000 or more,2,0,car,,,,,,english,english,,,,,,,,,TRUE,,,
41485616,Levon,Suthren,13,Elsa,,,Lawrence,,Other,978-056-4659,$150000 or more,2,0,car,180,180,0,,,english,english,,TRUE,,,,,P,Exceeding,TRUE,,,
77445366,Jemmy,Ison,16,Dora,Science,associate,Arman,associate,Maintenance,978-670-7764,$25000 to $34999,4,,car,180,180,0,TRUE,Youth Empowerment,english,english,TRUE,,TRUE,,TRUE,,P,Partially_Meeting,TRUE,,,
93535728,Sterne,Earngy,9,Vicki,,none,Rock,,Sales,978-729-6168,$25000 to $34999,2,,car,180,180,0,,,english,spanish,,,,,TRUE,,W,Not_Meeting,,,,
53675313,Chilton,Waple,18,Jeanelle,Business,none,Barron,associate,Service,978-604-8406,$50000 to $74999,4,0,bike,180,180,0,,,spanish,english,,,,,,,P,Partially_Meeting,TRUE,,,
33819212,Michele,Russilll,16,Jolynn,Office,bachelor's,,,,978-198-0463,$100000 to $149999,0,3,car,180,180,0,,,english,english,,,,,,,,Not_Meeting,TRUE,,,
37432007,Manny,Fretter,19,Yoshiko,Office,associate,Marsh,masters,Business,978-303-7992,$35000 to $49999,4,4,car,,,,,,english,english,,,,,,,,,,TRUE,,
37114620,Viole,Bullier,9,Bertha,Sales,associate,,,,978-408-6926,$50000 to $74999,1,,car,85,180,0,,,english,english,,,,,,,P,Partially_Meeting,TRUE,,,
51375843,Sigismond,Castelluzzi,10,Tammi,Business,trade,,,,978-706-3613,$100000 to $149999,3,,car,180,180,0,,,english,english,,,,,,,NI,Partially_Meeting,,,,
17195550,Clarie,Rowney,7,Norrie,,none,Eziechiele,,,978-344-2491,$100000 to $149999,3,,bike,180,180,0,,,spanish,english,,,TRUE,,,,NI,Exceeding,,,,
36393850,Jaime,Regelous,10,Bibbye,,none,Skipp,,,978-098-4549,$35000 to $49999,3,,car,150,180,0,,,english,english,,,TRUE,,TRUE,,NI,Meeting,,,,
1927282,Nestor,Sodory,7,Ronnie,Other,bachelor's,Cristobal,none,Science,978-951-4575,$100000 to $149999,4,,car,180,180,0,,,english,english,,,,,,,A,Partially_Meeting,,,,
709329,Dell,Basler,10,Liane,Other,none,Manfred,trade,Other,978-235-2923,$75000 to $99999,4,,walk,180,180,0,,,english,spanish,,,TRUE,,,,P,Not_Meeting,,,,
61024425,Leanora,Rivallant,16,Vera,,associate,Alfredo,,Other,978-145-5403,$50000 to $74999,0,,car,180,180,0,,,english,english,,,TRUE,,,,NI,Meeting,,,,
21866031,Marshall,Lampke,17,Aridatha,Natural Resources,none,Batholomew,masters,Office,978-724-2491,$50000 to $74999,0,,car,180,180,0,,,english,english,TRUE,,,TRUE,TRUE,,A,Exceeding,TRUE,,,
661108647,Raimundo,Puden,5,Aprilette,,bachelor's,,,,978-319-5396,$25000 to $34999,1,,car,180,180,3,,Discovery,,spanish,,,,,,,n/a,,,,,
70534852,Ileana,Dallin,7,Ranique,Maintenance,none,,,,978-748-1867,$50000 to $74999,2,,bike,60,180,0,,,english,english,,,,,TRUE,,NI,Meeting,,,,
45781677,Lee,Cuddihy,17,Zabrina,,trade,Udale,associate,,978-201-3602,$20000 to $24999,1,,car,180,180,0,,,english,english,,,,,TRUE,,A,Exceeding,,,,
77541790,Thomasin,Luff,18,Simonette,Service,associate,,,,978-239-0764,$75000 to $99999,2,1,walk,180,180,0,,,english,english,TRUE,,,,TRUE,,A,Meeting,,,,
35315386,Boothe,Lestor,18,Lyndsay,Science,associate,Pinchas,none,Management,978-963-8774,,3,3,car,180,180,0,,,,spanish,,,,,TRUE,,NI,Partially_Meeting,,,,
74004314,Bamby,Hannabus,17,Flossi,Production,none,,,,978-730-3957,$20000 to $24999,0,,car,180,180,0,,,english,english,,,TRUE,,TRUE,,P,Partially_Meeting,,,,
15540935,Stephani,Saylor,6,Tisha,,none,Llywellyn,,Sales,978-941-9162,$100000 to $149999,1,,bike,173,180,0,,,english,english,,,,,,,,,TRUE,,,
23853690,Brandea,Bitterton,10,Shanna,,,Ryan,associate,,978-888-5093,$75000 to $99999,4,0,bike,173,180,0,,,english,english,,,,,TRUE,,P,Partially_Meeting,TRUE,,,
29901810,Ware,Tacey,16,Sheri,Construction,associate,Tibold,associate,Natural Resources,978-709-6733,$75000 to $99999,3,,walk,555,180,0,,,english,english,,,,,TRUE,,NI,Meeting,,,,
78815976,Wally,Moral,13,,Science,none,,,,978-944-9701,$100000 to $149999,4,,car,180,180,0,TRUE,Boys & Girls Club,english,english,,,,,,,P,Partially_Meeting,,,,
42913596,Berna,Foli,9,Carly,Office,masters,Cointon,associate,Business,978-799-4504,$100000 to $149999,2,4,car,180,180,0,TRUE,Discovery,english,english,TRUE,,,TRUE,TRUE,,P,Meeting,,,,
78615857,Bobine,Cockle,14,Annaliese,Service,trade,Barnebas,none,Business,978-322-7415,$150000 or more,1,2,car,180,180,0,,,english,spanish,,,,,TRUE,,P,Partially_Meeting,TRUE,,,
60349527,Gillian,Cowerd,13,,Service,,,,,978-151-3714,$25000 to $34999,4,,car,180,180,0,,,,english,,,,,,,A,Not_Meeting,,,,
59430914,Stacie,Timms,15,George,,none,Jarrad,,Natural Resources,978-687-0751,$75000 to $99999,4,2,car,63,180,0,,,spanish,spanish,,,,,,,NI,Meeting,,,,
25787816,Brianna,Carlisso,14,Hatty,Natural Resources,,,,,978-215-0566,$75000 to $99999,2,,car,180,180,0,,,english,english,,,,,TRUE,,NI,Meeting,,,,
65658378,Donalt,Kyngdon,18,Mina,Management,associate,Ber,associate,Sales,978-585-4069,$25000 to $34999,2,,car,180,180,0,,,english,english,,,,,,,,Not_Meeting,,,,
83150417,Jakie,Prene,9,Atlanta,,none,,,,978-675-5457,$100000 to $149999,2,1,car,180,180,0,,,english,english,,,TRUE,,,,P,Meeting,,,,
80256311,Brody,Lowles,14,Marijo,Natural Resources,none,,,,978-936-9113,$75000 to $99999,3,,car,555,180,0,,,english,english,,,,,TRUE,,A,Meeting,,,,
44253143,Dominique,Haller,9,Perla,Science,,Artemas,none,,978-410-4541,$100000 to $149999,2,4,bike,180,180,2,,,english,english,,,,,,,P,Meeting,,,,
752050156,Sidonnie,Hearfield,5,Russell,,,,,,978-580-9939,$100000 to $149999,3,1,car,180,180,0,,,english,english,,,,,,,n/a,,TRUE,,,
48249065,Donella,Webben,17,,Office,none,Farlay,trade,Natural Resources,978-049-3349,$20000 to $24999,1,,bike,555,180,0,,,english,english,,,,,,,P,Partially_Meeting,TRUE,,,
13513996,Sam,Deaton,12,Garland,Sales,bachelor's,Toddy,none,,978-102-9474,,0,,bike,180,180,0,,,,spanish,,,TRUE,,,,NI,Not_Meeting,,,,
51208022,Karoly,Skudder,13,Mollee,,,Wallache,,,978-520-2972,$100000 to $149999,3,,car,180,180,0,,,english,english,,,,,,,P,Partially_Meeting,TRUE,,,
76155937,Silvia,Waldie,18,Patience,Transportation,associate,,,,978-604-6334,$100000 to $149999,2,,car,175,180,0,,,spanish,english,,,,,,,NI,Not_Meeting,,,,
977440130,Carmella,Tuddenham,5,Vanessa,Sales,,Baily,Arts,Service,978-963-6375,$75000 to $99999,2,,car,180,180,0,,Discovery,spanish,english,,TRUE,,,,,n/a,,,,,
20223700,Ed,Jouannot,6,Gertrude,,associate,Nikolai,,Science,978-423-8398,$35000 to $49999,0,,walk,180,180,0,,,spanish,english,,,,,TRUE,,,Meeting,,,,
58530792,Charmane,Curzey,17,Ula,Business,associate,,,,978-945-6442,$100000 to $149999,3,,car,180,180,0,,,english,english,,,,,,,P,Exceeding,,,,
83502309,Joy,Norway,10,Kizzie,,bachelor's,,,,978-639-8395,$50000 to $74999,2,,car,180,180,0,,,english,english,,,,,,,NI,Partially_Meeting,,,,
96284937,Karalee,Klosges,7,Shaylynn,,associate,Dermot,,Management,978-761-8625,$50000 to $74999,1,,car,555,180,0,,,english,english,,,TRUE,,,,NI,Meeting,,,,
28415653,Mendie,Tunnick,10,Eddy,Construction,none,Cyrill,none,Sales,978-188-9205,$150000 or more,1,,car,180,180,0,,,english,english,,,TRUE,,TRUE,,P,,,,,
80791888,Ninetta,Corbyn,14,Clareta,,trade,Aldwin,,Management,978-328-8551,$150000 or more,3,,car,180,180,0,,,english,english,,,TRUE,,,,P,Partially_Meeting,,,,
3872018,Gustie,Ellwood,17,Ruperta,Transportation,masters,Sander,trade,Service,978-434-2846,$35000 to $49999,0,,car,180,180,0,,,english,english,,,TRUE,,TRUE,,NI,,,,,
90186950,Miles,Ellens,8,Consuela,Construction,associate,,,,978-977-3703,$50000 to $74999,2,,car,180,180,0,,,english,english,,,,,TRUE,,NI,Not_Meeting,,,,
4060942,Ervin,Ramsdale,13,Paolina,Natural Resources,associate,,,,978-898-4701,$100000 to $149999,3,,car,180,180,0,,,english,english,,,TRUE,,TRUE,,P,Partially_Meeting,,,,
434904748,Marabel,Doag,5,Kellyann,,,Hildagarde,,Business,978-370-2664,$100000 to $149999,0,,car,180,180,0,,,spanish,english,,,,,,,n/a,,,,,
52133750,Erda,Fenn,15,Revkah,Science,none,,,,978-986-5436,$100000 to $149999,1,,car,67,180,0,,,spanish,spanish,,,TRUE,,,,P,Meeting,,,,
70334072,Alfonse,Beresford,16,Jodee,Office,bachelor's,Giff,bachelor's,Office,978-106-9892,$35000 to $49999,4,,car,180,180,0,,,english,english,,,,,TRUE,,NI,Meeting,,,,
10296665,Aymer,Lannon,7,Ilene,,none,Kasper,,Sales,978-075-6877,$75000 to $99999,4,,bike,180,180,0,,,english,english,,,,,,,A,Not_Meeting,,,,
55104969,Nataline,Berkery,12,Jemmy,Management,trade,Ring,associate,Other,978-566-0442,$50000 to $74999,4,,car,175,180,0,,,spanish,english,,,,,TRUE,,A,,TRUE,,,
96808249,Ailina,Velareal,11,Analise,Construction,associate,Cully,,Science,978-919-1024,$100000 to $149999,3,,walk,180,180,0,,,english,english,,,,TRUE,,,P,Partially_Meeting,TRUE,,,
350486057,Christyna,Towers,5,Dulce,,,Manolo,,Office,978-181-9346,$20000 to $24999,0,,car,144,180,0,TRUE,,english,spanish,,,,,,,n/a,,,,,
37525019,Xena,Storry,17,Ursula,,none,Randy,,,978-268-6075,$35000 to $49999,1,,walk,180,180,0,,,spanish,english,,,,,,,A,Partially_Meeting,,,,
84347462,Marjory,Launder,9,,Office,associate,Zacherie,associate,,978-242-3463,$50000 to $74999,4,1,car,180,180,0,,,english,english,,,,,,,P,Partially_Meeting,,,,
32522666,Gabbie,Gooch,19,Gillie,Office,associate,Read,none,Management,978-066-0789,$50000 to $74999,1,,car,,,,,,spanish,english,,,,,,,,,,,,
53989527,Julietta,Humberstone,16,Juliann,Other,,Dario,masters,Management,978-250-2178,$100000 to $149999,2,,car,180,180,0,,,english,english,,,TRUE,,,,P,Meeting,,,,
22005740,Harli,Fildery,11,Pen,Business,associate,Gifford,none,Business,978-834-9896,$50000 to $74999,3,,car,180,180,0,,,,english,,,TRUE,TRUE,,,W,Partially_Meeting,TRUE,,,
37239377,Pauly,Mellish,18,Korry,Business,associate,Obie,associate,Management,978-033-2063,$100000 to $149999,1,,bike,180,180,0,,,english,english,,,TRUE,,,,TRN,Not_Meeting,,,,
51553166,Willyt,Gerriessen,16,Debera,Science,none,,,,978-183-8580,$100000 to $149999,0,,car,180,180,0,,,english,english,,,TRUE,,TRUE,,P,Meeting,TRUE,,,
81714788,Hurlee,Aldins,6,Melina,,associate,Feliks,,,978-076-2708,$75000 to $99999,0,,car,74,180,0,,,english,english,,,,,TRUE,,,Exceeding,,,,
65610244,Becky,Pidduck,16,Nicholle,Office,associate,Curt,none,Other,978-396-5660,$100000 to $149999,1,1,car,555,180,0,TRUE,YMCA,,english,,,,,TRUE,,NI,Not_Meeting,,,,
25604070,George,Pinchbeck,19,Faythe,,associate,Raynor,,Office,978-727-8434,$75000 to $99999,1,,car,,,,,,english,spanish,,,,,,,,,,TRUE,,
88448624,Corty,Greedier,16,Lynette,,,,,,978-967-0416,$75000 to $99999,2,,car,180,180,0,,,english,english,,,,,,,NI,Not_Meeting,TRUE,,,
10729971,Lenora,Sindall,6,Kendra,Sales,none,Niko,none,,978-862-7734,$100000 to $149999,1,,car,94,180,0,,,english,spanish,,,TRUE,,TRUE,,,Partially_Meeting,,,,
47602424,Mar,MacFadzan,7,Johnna,Office,none,,,,978-851-0818,$100000 to $149999,4,,car,180,180,0,,,english,english,TRUE,,,,,,P,Partially_Meeting,,,,
60570074,Arlana,Kaemena,15,,Business,none,,,,978-137-1003,$100000 to $149999,3,,car,180,180,0,,,spanish,spanish,,,,,,,P,Partially_Meeting,,,,
18088001,Nicolle,MacKean,13,Ranna,Science,trade,,,,978-864-7583,$100000 to $149999,4,3,car,180,180,0,,,english,spanish,,,TRUE,,,,NI,Not_Meeting,TRUE,,,
28297728,Meg,Ganley,17,Nessi,Other,associate,Craggy,associate,,978-242-1885,$100000 to $149999,0,,bike,180,180,0,,,english,english,,,,,TRUE,,P,Meeting,TRUE,,,
550947559,Katey,Schustl,5,Patric,Service,,,,Sales,978-720-8853,$50000 to $74999,1,,car,180,180,45,,Wood School,english,english,,,,,TRUE,,n/a,,,,,
23300576,Saw,Boom,12,Bari,,associate,,,,978-927-7162,$150000 or more,0,2,car,180,180,0,,,english,spanish,,,,,,,W,Not_Meeting,,,,
9662588,Moll,Jandac,13,Lane,,associate,Brady,,Management,978-010-1299,$35000 to $49999,3,,car,180,180,0,TRUE,Discovery,,english,,,,,,,NI,Meeting,,,,
87596068,Olag,Dulanty,17,Hester,Office,none,Lewiss,associate,Management,978-602-9077,$25000 to $34999,2,1,car,180,180,0,,,english,english,TRUE,,,,,,A,Exceeding,,,,
57281686,Elias,Veal,18,Cammi,Sales,none,,,,978-059-1128,$150000 or more,1,,bike,180,180,0,,,,english,TRUE,,,,,,NI,Meeting,TRUE,,,
64421933,Osborne,Oulett,7,Mariska,Service,masters,Gerald,associate,Science,978-715-7233,$150000 or more,2,,bike,180,180,0,,,english,english,,,,,,,P,Not_Meeting,TRUE,,,
13578810,Cissy,Rozanski,7,Delila,Business,none,Worden,none,Natural Resources,978-044-8209,$75000 to $99999,3,,car,180,180,0,,,english,english,,,,,,,NI,Not_Meeting,,,,
76732293,Reinald,Cymper,13,Kristin,Office,associate,,,,978-110-9639,$150000 or more,1,,car,180,180,0,,,english,english,,,TRUE,,TRUE,,P,Partially_Meeting,,,,
336034798,Rickie,Vickerstaff,5,Luisa,Office,trade,Kimberlyn,,Other,978-775-5768,$50000 to $74999,0,,car,35,180,0,,,english,english,,,,,TRUE,,n/a,,,,,
77023363,Gayle,Blazejewski,12,Koral,Production,none,Brandy,none,Production,978-759-2370,$100000 to $149999,4,,car,114,180,0,,,english,english,,,,,TRUE,,W,Meeting,TRUE,,,
71091999,Boot,MacKessock,16,Grace,Science,associate,Ford,none,Office,978-268-1505,$50000 to $74999,1,,car,180,180,0,,,english,english,,,,,TRUE,,P,Partially_Meeting,,,,
53750202,Wally,Lodo,8,Corene,Transportation,associate,Aldwin,,Arts,978-965-0957,$100000 to $149999,4,,car,180,180,0,,,english,english,,,,,,,P,Not_Meeting,TRUE,,,
86299595,Jodi,Nashe,12,Nadean,Business,,Hadleigh,bachelor's,,978-209-6628,$150000 or more,1,,walk,130,180,0,,,spanish,english,,,,TRUE,,,P,,,,,
40878005,Vinson,Pendlington,12,Romy,Office,associate,,,,978-836-3832,$100000 to $149999,2,1,car,180,180,0,,,english,english,,,TRUE,,TRUE,,P,,,,,
8586558,Yanaton,Sesser,7,Ynez,,none,Towny,,Management,978-325-7170,$35000 to $49999,2,,car,180,180,0,TRUE,YMCA Greenleaf,spanish,english,,,,,,,NI,Partially_Meeting,,,,
36058965,Celestyn,Hughman,9,Jennee,Office,none,Garold,none,Office,978-106-6189,$25000 to $34999,1,,car,180,180,0,,,,english,,,TRUE,TRUE,,,PRG,Not_Meeting,,,,
91550144,Tremaine,Brinkley,6,Jolee,,bachelor's,,,,978-553-9176,$150000 or more,1,,car,180,180,0,,,english,english,,,,,TRUE,,,Meeting,,,,
56707184,Noah,Leith-Harvey,14,Laura,Office,associate,Cordy,associate,Science,978-321-4395,$100000 to $149999,4,,car,180,180,0,,,spanish,english,,,,,,,W,Partially_Meeting,,,,
25129215,Irina,Diano,17,Annice,,none,,,,978-684-3091,$50000 to $74999,3,,car,124,180,0,,,english,spanish,,,,,TRUE,,NI,,,,,
57832337,Brina,Biaggiotti,19,Venita,Production,,Jules,associate,,978-749-3074,,1,,car,,,,,,,english,,,,,,,,,TRUE,TRUE,,
61530209,Nolie,Martland,15,Anthe,Office,associate,Durant,associate,Arts,978-902-0563,$20000 to $24999,3,,car,180,180,0,,,spanish,english,,,TRUE,,,,ABS,,,,,
26279930,Burk,Stanlock,13,Benoite,Maintenance,associate,Eb,masters,Science,978-298-8974,$75000 to $99999,0,,car,175,180,0,TRUE,Discovery,english,english,TRUE,,,,TRUE,,NI,Not_Meeting,,,,
55334115,Natale,Dodsworth,9,Billye,Science,associate,Jerrold,none,Office,978-970-2599,$100000 to $149999,2,,car,180,180,0,,,,spanish,,,,TRUE,TRUE,,W,Not_Meeting,,,,
67965355,Norby,Bengough,14,Billi,Business,none,Ashby,none,Arts,978-426-7295,$50000 to $74999,2,,car,180,180,2,,,,english,,,,,,,P,Not_Meeting,TRUE,,,
7045547,Hebert,Gerrelt,14,Charleen,Office,none,Kimble,trade,Business,978-194-9062,$75000 to $99999,1,,car,96,180,0,,,,english,,,,,,,P,Not_Meeting,,,,
94685034,Fitzgerald,Grafton-Herbert,8,Rennie,Service,associate,,,,978-767-2246,$100000 to $149999,3,,car,180,180,0,,,spanish,english,,,,,TRUE,,P,Meeting,,,,
65809873,Margo,McNirlin,11,Imogene,Management,associate,Sauncho,associate,Management,978-722-1915,$25000 to $34999,0,,walk,180,180,0,,,english,english,TRUE,,,TRUE,,,A,Partially_Meeting,TRUE,,,
60074121,Max,Ciotto,16,Halli,,associate,,,,978-147-8019,$35000 to $49999,3,,car,180,180,0,,,english,english,,,,,,,NI,Meeting,,,,
94020360,Pyotr,Rudkin,19,Tammara,Business,associate,,,,978-075-9090,$100000 to $149999,4,0,walk,,,,,,english,english,,,,,,,,,,,,
62528528,Dianne,Collingham,6,Cam,Office,none,Jayme,masters,,978-796-9604,$25000 to $34999,0,,walk,119,180,0,,,english,english,TRUE,,,TRUE,,,,Exceeding,,,,
75139632,Gratia,Catterill,14,Faith,Business,none,Derick,associate,Science,978-270-8798,$150000 or more,2,,car,180,180,0,,,spanish,english,,,,,,,P,Exceeding,,,,
4691794,Ethe,Pedrozzi,6,Rachel,,none,Jamey,,Arts,978-905-2206,$35000 to $49999,2,,car,180,180,0,TRUE,YWCA,,english,,TRUE,,TRUE,,,,Partially_Meeting,,,,
44791923,Torrey,Machent,8,Darlleen,Natural Resources,none,,,,978-511-5134,$50000 to $74999,3,,walk,180,180,0,,,english,english,,,,,,,,Exceeding,,,,
41543080,Danyette,Ewing,12,Matelda,Arts,masters,Tanner,none,,978-702-6288,$100000 to $149999,1,,car,555,180,0,,,,english,,,,,,,P,Not_Meeting,,,,
82686661,Tait,Atlee,11,Francisca,Business,none,Newton,none,,978-369-1455,$75000 to $99999,3,3,car,89,180,0,,,english,english,TRUE,,,,,,NI,Not_Meeting,TRUE,,,
97354721,Virginie,Pietzner,6,Bill,Management,none,,,,978-557-3223,$75000 to $99999,3,2,car,180,180,0,,,,english,,,,,,,,Meeting,TRUE,,,
690916255,Kris,Bennett,5,Noelyn,,bachelor's,,,Business,978-529-9542,$100000 to $149999,1,0,car,168,180,4,TRUE,,english,english,,,,,,,n/a,,TRUE,,,
54980435,Mark,Sieve,7,Moira,Office,trade,,,,978-360-8656,$100000 to $149999,4,4,bike,180,180,0,,,spanish,english,,,,TRUE,,,P,Exceeding,,,,
5476665,Lorilee,Pescud,16,Ivory,,masters,,,,978-227-4143,$75000 to $99999,0,,car,118,180,0,,,,english,,,,,,,LEP,Not_Meeting,TRUE,,,
455647631,Berkeley,Keniwell,5,Horst,Sales,associate,Noel,,Management,978-008-1778,$50000 to $74999,4,,car,180,180,0,TRUE,,spanish,english,,,TRUE,,,,n/a,,,,,
39988568,Paxon,Kiloh,13,,Office,associate,Taddeusz,,Sales,978-453-3709,$150000 or more,2,,car,123,180,0,,,english,english,,,TRUE,,TRUE,,A,Partially_Meeting,,,,
